            C,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
  25.2088934517 -10.5933542634  -8.7339901881            0.44497814387            0.38200801567            0.28456262121            9375670032100            0.94079194601             28.019418137
  19.6727499365   2.8113419155   9.8279612354            0.66069314518            0.44577753754            0.33614469421            8210521815600            0.92265783417             29.782862856
  15.0000000000  10.6420999847  21.8204580402             0.8103165226            0.50976670561            0.38731878082            8583753839800            0.90798488498             31.647889364
  15.0000000000   8.9760487283  24.5000000000            0.86265417206            0.53485977886            0.40297705673            7945967031800            0.90457915713             33.193859133
  15.0000000000   6.8890507961  24.5000000000            0.85928266249            0.53971564201            0.40525839819            7829714434000            0.90454577562             33.891748137
  24.8005125091 -10.1577185231  -8.2460153243            0.44440542809            0.38351668773            0.28682650615            9703741272800            0.93950504324             27.860709334
  24.7998068161 -10.1564671352  -8.2447824178            0.44314925918            0.38327562129            0.28642757604            9631484018900             0.9397396991              27.63337692
  24.7923481043 -10.1446415553  -8.2338778344            0.44448004004            0.38364805868            0.28670529398            9617790104000             0.9398243857             27.949309995
  24.7501589276 -10.0790407845  -8.1544076177            0.44483847704            0.38414637143            0.28697541377            9717726547700            0.93978834838             27.796899408
  23.0173061379  -7.3286027780   0.0510138323            0.54867982625             0.4159187118            0.31017200736            7839329310600            0.93523693075             30.062112034
  23.3468353857  -6.5740733030   0.2875797664            0.56034158462            0.41913427043            0.31240139659            7793294447300            0.93415213488             29.545240869
  23.8310091981  -5.8700403564   0.3336107382            0.57261615279             0.4223691535            0.31439325136            7692483923900            0.93343404948             29.727891726
  41.4624041444 -13.0303989759  23.0474972520             1.3170588846            0.78071569951             0.5307009311            3341897985200            0.79473697441             41.186582186
  24.0754544276 -10.7180657666  -8.1850059520            0.43104870771            0.38101923488            0.28552830761            9979367732900            0.93964861836             28.272504015
  24.8840782040 -10.2419935304  -8.3870580654             0.4444253369            0.38366251197            0.28674645581            9568258922000            0.93979383443             27.652687606
  24.8860170121 -10.2407132266  -8.3946592949            0.44417558321            0.38318928321            0.28650695257            9620703702900            0.93994795381             27.980045281
  24.9012787440 -10.2334474172  -8.4428815382            0.44379318761            0.38317870836            0.28653329247            9655666890100            0.93988658485             27.364646163
  24.9585097566 -10.2101740880  -8.5753422596            0.44156798619            0.38308373019            0.28654606334            9708111671100            0.93983858494             27.975636047
  30.5841078270   5.8282810427   3.1203265424             0.7952102744            0.54052382877            0.38090980888            5668115379800            0.90633856937             31.085274729
  31.9744000314   5.8585287323   1.0735403370            0.78816342123            0.54529613593            0.38396030133            5683266094100            0.90543072463             31.568597148
  54.3999248947  10.2729538144 -15.3842012795            0.92001785728            0.65904218935            0.45729961191            4626212398400            0.85141177339             39.076248997
  24.9913548148 -10.1371978950  -8.3864590694            0.44507439057            0.38346771385            0.28655861608            9617207384300            0.94021235134             27.718067733
  24.9916152274 -10.1368239901  -8.3866536008            0.44586685991            0.38351113003            0.28660273901            9458416242000            0.94009060071             27.755131769
  24.9942964591 -10.1330078109  -8.3892961008            0.44425135874            0.38313711837            0.28639728632            9606718427900             0.9401102602             27.784706282
  25.0094125196 -10.1142460325  -8.4064568901            0.44571277959            0.38374083222            0.28642503559            9566219402800             0.9399436486             27.790093579
  25.0402876478 -10.0839113414  -8.4499736742             0.4455599674            0.38403957089            0.28697054756            9720057426700             0.9397422328             28.133636197
  24.8068406304   0.3914333206   3.5260830042            0.65763535285            0.45166834656            0.33343517176            7176776911300            0.92513138689             28.516667217
  26.8624598101 -13.3645156789 -14.8126708494            0.38451093819            0.37337209626            0.27642013197           10715925545000            0.94126329145             28.541362365
  55.0000000000  19.7873652952  -3.0842671203              1.160922212              0.732942169            0.51030217681            3932775850400            0.81164085423             41.262027684
  24.4592348639  -9.9036176759  -8.3471532213            0.43633457139            0.38602391501            0.28920720011           10073768338500            0.93823612894             28.554794271
  24.9174859751 -10.1927429124  -8.2832009710            0.44552707515            0.38392495326            0.28713203595            9630901299400            0.93977676696             27.983694546
  24.9167700921 -10.1907883244  -8.2789946358            0.44641107065            0.38362930881            0.28682046562            9600891230200            0.94022633865              27.84531765
  24.9111985109 -10.1798015688  -8.2498778551            0.44668182741             0.3833751297            0.28637830756            9517562300400            0.94011074005             28.247923604
  24.2970946956  -2.3788697853   3.9924573094            0.65286334286             0.4533633767            0.33314267675            6948642114300            0.92673428198             29.893101943
  28.8283155574  -0.3642721673  -0.1336221219            0.68435010778            0.47971256649            0.34178991453            6542486422000            0.92245022478             30.213500722
  29.6441636806  -9.0169756446 -15.5000000000            0.42086542492            0.39754452097            0.29263589297           10038513791300            0.93538116555             30.180571396
  55.0000000000  26.3000000000  11.3720134607              1.519165607            0.84971125811            0.58580662286            3144355977100            0.74202733281             44.835572247
  24.7201279216 -10.2412500952  -9.0810263596            0.43086064312            0.38462135259            0.28728468734           10146025592000            0.93861802859             27.945202147
  25.0213972344 -10.3034426184  -8.4705554934            0.44510071294             0.3828064111            0.28589632301            9534461174300            0.94034604351             28.010923493
  25.0236651295 -10.3034780188  -8.4771900052            0.44440848944             0.3826864694            0.28544691195            9446179126400            0.94031637481             27.694590707
  25.0372907619 -10.3035814728  -8.5172283622            0.44593112344            0.38358147568            0.28628634153            9535043894000            0.94025526553             27.800549297
  26.2545358561 -11.4251004868 -13.6258999676            0.39365590868            0.38872641119            0.28866537261           11367697629000            0.93569789751             30.179186633
  40.7321648236   6.3753593050 -15.5000000000            0.53295333051            0.46861834143            0.34245699396            7256900882300            0.90934198443              34.61744846
  37.5603265282   4.2232915064 -15.0708517628            0.49993945574            0.46312126816            0.33946758189            7922366880300            0.91020958939             34.892254256
  48.8647551792 -13.7000000000  13.3738058050             1.3075808985            0.78678483226            0.53291534524            3228558986300            0.80175690587             41.612262306
  25.0220888621 -10.3123156534  -8.5240566245             0.4446376088            0.38309627978            0.28614189282            9640224815800            0.94016325697             27.650964557
  25.0221499544 -10.3123808237  -8.5243353926            0.44350582438            0.38269695002            0.28581285136            9574086119800            0.94016437294               27.8330556
  25.1914592690   1.5649041528   4.2177741259            0.68056513105            0.46314760299            0.33987352115            6971950905700            0.92271827208             28.938078555
  25.0296503011 -10.3107577230  -8.5413128728            0.44515081141            0.38312504201            0.28602392439            9528051256700             0.9402647882             28.139252909
  28.2889845232 -13.7000000000 -15.5000000000            0.40184067152            0.37283575201            0.27412903665            9859036096100            0.94389957672             28.995362921
  24.7444437338   3.3536252175   5.5007079841            0.69307462748            0.46610451151            0.34418630213            6999338735800            0.92121386419             28.447948914
  15.0000000000   6.7691773645  14.7017209164            0.66729019821            0.48728731502            0.37509876358           10993300164000            0.91144595713              35.27103783
  15.0618509670 -11.8856636666  24.3696253782            0.85697967991            0.63348601444            0.44833109445            7084124465100             0.8623578791             38.825127906
  25.0020170277 -10.3174583865  -8.4914029680            0.44424719692            0.38294550477            0.28591125646            9549903248600            0.94006216516             27.852287258
  25.0020795672 -10.3174910197  -8.4916121447            0.44426503668            0.38305875111            0.28583398434            9506199264700            0.94018022611             27.656941546
  25.0026789502 -10.3174340174  -8.4933234566            0.44362975636            0.38270053073            0.28604681979            9565928042800            0.94036868102             27.974440399
  25.0061580648 -10.3172106574  -8.5021748416            0.44445073527            0.38307593988            0.28594939009            9627696340600            0.94042584821             27.669567411
  23.8297950403   1.1950537755   4.3448787134            0.64783340285            0.44468955373            0.33167365419            7545347177300            0.92533758202             28.257646709
  15.0000000000  17.1219584839  24.5000000000            0.87908277598            0.53536886719            0.40453088877            7945675672000            0.89918019477             31.339590224
  15.7830268455  17.4610465140  24.3066230353            0.89234284338             0.5396481589            0.40623582357            7364412683100            0.89823776576                 31.24953
  43.3362628420 -13.7000000000 -15.5000000000            0.74482427684            0.56463103617            0.39371699835            5437941063400            0.90902128439             37.767984637
  23.3653012740   2.2850761173   5.5298847885            0.66014692461            0.44746774667            0.33472380926            7434921777500            0.92414192663             28.307999496
  24.9746412138 -11.1666722734  -9.1497992294            0.43334966201            0.37926269131            0.28314882796            9709277110400            0.94100834676             27.784516251
  23.3136869629   2.3389710660   5.6359286034            0.66062481561            0.44761000301            0.33463076092            7451529291400            0.92405903219             28.262554123
  25.0145615668 -10.3180268229  -8.5263923806            0.44416954893             0.3835860679            0.28620581208            9689755997900            0.93993994831             27.758758783
  22.8194037868   2.6587937713   6.4121645337            0.66546768624            0.44843102375            0.33586593759            7531070542500            0.92321806897               28.3461056
  22.5367909262   1.6805747034   6.1452512390            0.65348096733            0.44302992789            0.33217342508            7629841546600            0.92481005464             28.639925541
  35.3126536475  -6.1729750820 -15.5000000000            0.55022483598            0.45179480297            0.32161446098            7166579315000            0.93212098343             31.136873127
  55.0000000000   3.4141419439  12.9724863321             1.4708578951            0.80864167445              0.561526091            3276924728800            0.80274605736             42.905592547
  23.5552667354   2.8309105728   5.6207110284            0.66767768084             0.4526629457            0.33789632486            7332363094900            0.92308328064             28.197461963
  25.1235041616  -9.4562647698  -8.0795926563            0.45496768514            0.38721129704            0.28925652313            9528051256600            0.93931687749             27.459201959
  24.9698484981 -10.4315799699  -8.6914926564            0.44103617614            0.38244183156            0.28562541699            9685094239400             0.9403048904             27.669622557
  24.9702920892 -10.4384205106  -8.7119975819            0.43970974342            0.38234726095            0.28563991542            9690921437400            0.94019306354             27.802117457
  24.5562775162 -13.5352673596 -12.1788259825            0.38035047689            0.37166752916            0.27714419017           11040500466000             0.9402813906             28.793598334
  23.7680751687 -13.3490446889 -10.7308733726            0.38528734681            0.36997643316            0.27678338246           10809743430000            0.94088666661             28.249097168
  35.3516368232   3.9339108357  -7.3188402167            0.68300143547            0.51590196936             0.3656955111            6013668214100            0.91313588564             30.211475679
  49.5025546798  -3.6517120587  24.5000000000             1.4950456952            0.80843701353            0.56072610152            3009456346100            0.79127620879              42.32690853
  25.1317053028 -10.0040855645  -8.5040761672            0.44696244861            0.38449552301            0.28695579267            9517270940500            0.93989551052             27.736629379
  25.1319329428 -10.0038367146  -8.5042962746            0.44683023798            0.38445982294            0.28717657825            9569133001700            0.93992796113             27.766731085
  25.1366056545  -9.9970948812  -8.5062656862            0.44816590507            0.38541227594            0.28730117951            9531256215500            0.93950411502              27.88643045
