            C,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
  55.0000000000 -13.7000000000 -15.5000000000            0.98351360259            0.68175585605               0.46650876            3488452011900            0.86610529313             40.652121944
  25.3815392944 -11.6743046172  -9.4199792512            0.41961606467            0.36843786312            0.27429600663            7965488144600            0.94119943833             27.724508599
  25.3826245116 -11.6733903580  -9.4220188460            0.41949826811            0.36806028645              0.274284799            7922075520300            0.94105407662             27.880794261
  25.3942351592 -11.6641037855  -9.4441814195            0.42020054481            0.36867954092            0.27449494431            8026091002600            0.94109028452             27.771504151
  25.4817170265 -11.6011221257  -9.6016468424            0.41841335831            0.36776186801            0.27412039352            8019389725000             0.9411102334             27.827672641
  20.3815183955  -4.6181036014   7.6898891677            0.62153394683              0.449433352            0.33473782611            6046591882200            0.92551767382             31.095404114
  19.3224287067  -5.8577413760   9.0788428858            0.62427679161            0.45932839932            0.34134901975            5986280384200            0.92322292194             32.090979029
  55.0000000000  26.3000000000  24.5000000000             1.7468709963            0.89596955446            0.61924845659            1872570039400            0.71857770111             45.320995131
  55.0000000000  26.3000000000  24.5000000000             1.7468709963            0.89596955446            0.61924845659            1872570039400            0.71857770111             45.320995131
  25.2480050363 -11.7812241960  -9.1476483130            0.42217723954            0.36924219234            0.27482892889            7887986412700            0.94117605212             27.685281102
  25.2478528818 -11.7812805775  -9.1471685343            0.42167964003            0.36910380775            0.27472718502            7926154558900            0.94118688538             27.630478539
  25.2469762247 -11.7823189290  -9.1427986046            0.42110782734             0.3687412496            0.27494488165            7879245616000            0.94083832733             27.741128204
  25.5141643409 -12.6047266837  -9.1949182736            0.42700370651            0.37168815571             0.2742108403            7568364608900            0.94192734495             28.812061828
  15.0000000000  19.3814411366  24.5000000000            0.86672223733            0.53758464454            0.40572818905            6201303986000            0.89813434135             31.522968116
  15.2475838943  19.6049983403  22.4057771827            0.82073049088            0.52613587717            0.39801134888            6623484472500            0.89912510663             33.674420232
  15.0000000000  20.0419469746  24.5000000000            0.86794603143             0.5395735004             0.4073069684            6195476788000            0.89709173312             31.737584996
  41.7233215554 -13.7000000000  24.5000000000               1.33045876            0.79338327295            0.53929544845            3003046428300            0.78235890811             41.607891841
  25.6741594208 -11.2386478217  -9.6109781643            0.42233786107            0.37017521466            0.27578891962            7983552458000            0.94068100852             27.662462343
  24.8532401015 -11.6955636465  -9.4197138549            0.40698437146            0.36622083023            0.27437275012            8315994097200            0.94017651672             27.647628565
  24.8363496146 -11.7016517161  -9.4334511665            0.40798309425            0.36705080953            0.27489063256            8480321077400             0.9401595815             27.809700387
  24.7491231958 -11.7418027971  -9.5219578200            0.40471499623            0.36669918082            0.27481737974            8544711614000            0.93971100255             27.783201611
  24.5972890095 -11.8709228685  -9.7886686292            0.39700139459            0.36669212709            0.27497384357            8791784804400            0.93934576442             28.189036798
  16.3583019218 -13.4479916740   2.7515090782            0.44216844273             0.4043948573            0.30227851331            8493723632600            0.93061303794             31.153683891
  15.0000000000 -13.7000000000  24.5000000000            0.84878544899            0.64407072048            0.45351249036            6911930767500            0.84564496033             39.644482337
  15.0000000000 -13.7000000000  24.5000000000            0.84878544899            0.64407072048            0.45351249036            6911930767500            0.84564496033             39.644482337
  25.2488723693 -11.4774139065  -9.2454281745            0.41991103508            0.36900779984             0.2752368945            8082323462100            0.94073454156             27.770172795
  25.2488638666 -11.4771884323  -9.2453386474            0.41873287351            0.36837539077             0.2748695146            8107089053200            0.94080443511              27.80556016
  25.2488446321 -11.4742105570  -9.2433776443            0.42083679281            0.36958374459            0.27562725313            8006861249600             0.9406831198             27.813518789
  25.2481094911 -11.4601778182  -9.2341891528            0.41965955314            0.36916096088            0.27567252474            8064841868500            0.94045814605             27.414678226
  25.2466467056 -11.4395653426  -9.2206951647            0.42041192699             0.3693286126            0.27568786486            8025508282700            0.94068194543             27.663242054
  15.1728792992   8.3970252299  17.5681574231            0.70942893297            0.47893143408            0.36690316636            7917122402300            0.91283625189             32.849667539
  33.2401912730   6.3839046120   0.6021551315            0.79658061961            0.55644646919            0.39105843031            4063887802600            0.90273398285             32.287955256
  55.0000000000  26.3000000000  11.5056222727             1.5242157583            0.85441278707            0.58752375683            2219871033100            0.73762282294             44.663779563
  25.2494029620 -11.4724110646  -9.2426418066            0.42031109951            0.36880736966            0.27528346398            7999285892400            0.94104225226             27.510442693
  25.2492210754 -11.4723337999  -9.2424559649            0.41968338411            0.36868730637            0.27498289422            7971023982600            0.94085292083             27.454175914
  25.2494038736 -11.4703909715  -9.2414822880            0.41889342487            0.36851461974            0.27504213663            8109419932400            0.94077882083             27.646031775
  25.2491305142 -11.4617943861  -9.2359057551            0.42072590678            0.36945714978            0.27578465319            8031335480800              0.940703594              28.02123747
  25.2481652682 -11.4496171135  -9.2275855033            0.42107883645            0.36995016024            0.27592436854            8044738035800            0.94031730216             27.883900899
  21.2236169161 -11.3042902589  -1.3316740603             0.4713728778            0.39346588548            0.29308253265            7001960974800            0.93696112958             29.786539802
  15.0000000000   3.0905903710  24.5000000000            0.84429993886             0.5485747169            0.40743568741            6007549656300            0.90052744922             34.537763417
  54.8879412362  19.2504188858  -3.4233701980             1.1477972715            0.73029802371            0.50792009572            2870186316700            0.81369052547             40.916924373
  25.5254420159 -10.6272353158 -10.1509847474            0.40958320787            0.37312577881            0.27919939174            8738465943600            0.93852076786             28.229381264
  25.2640220959 -11.4824667804  -9.2726067829            0.41844380914             0.3682559891            0.27516520774            8134768243100            0.94049856502             27.399427588
  25.2646284670 -11.4811304022  -9.2726964390            0.41990014664            0.36913408201            0.27552742513            8040950357300            0.94063153697             27.756661465
  24.4245098043 -11.8134322033  -9.2363176054            0.40281754078            0.36694171566            0.27521289053            8657759252900            0.93954444239              27.91408555
  27.2692311346 -10.6478990105 -10.9219898078            0.43418513935            0.37560390778            0.27761010175            7649654019400            0.94059017242             28.020499636
  24.0035637242  14.8263700234  15.4848837449             0.8735014153            0.54789317701            0.39725400333            4260264371300            0.89772162266             28.864934897
  32.1787861729  -7.8780309862 -15.5000000000            0.45090502168            0.39820713165            0.29052638405            7133655647000            0.93723000184             29.515564578
  48.4607025119 -13.7000000000  13.5906449078             1.2908800535            0.78544912307            0.53191109894            2940695411000            0.79857742929              41.77446418
