            L,G            L,C            G,P            C,W            P,C            P,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
   2.2255743042  31.6678528456  22.3786876556  41.8511146131  10.5354627050  -9.5399015188 -12.8850782989  13.2728732798             1.0964348427            0.65170081453             0.4671224486            3699105215400            0.84236858391             41.103689209
  -0.9196801077  10.9672083322  25.7766442914  17.5185677489  31.8839960746   8.1990150230   8.6292751965  -0.8426816607             1.2082748704            0.94549542154            0.71935127623          112359738190000            0.51015398044             60.779379024
   1.3677100691  -2.5451026834  11.0895043476  19.8148028237  32.7302533769   8.1763867748   7.8892696534  19.0876312796            0.90328227618            0.55378823708            0.40477500014            4660010146000            0.90003988037             34.476054052
  -2.9165507137  12.2281485831  31.3889303321  47.2956098554   3.4221008080 -11.7342679027   4.7328227941   9.5599256254             1.2033413178            0.70444704717            0.49290130883            3899852182500             0.8547570922             39.881314474
  11.1343001179  19.6584904377  33.2092686091  45.0075587232  22.8888724642  13.5129653359 -12.0618480169  19.9859216434             1.3846976045            0.75952200037            0.53673844962            3037718255800            0.80398504835             41.427891533
  19.0500094635   2.2750260872  15.9276402854  20.1492212870  31.5296340119  13.0702468697  -9.0631118799  20.2945959743            0.93674197436            0.61615871413            0.44449193821            5334799660700            0.85997874991             38.571940208
  25.2736505759   5.8345450643  31.7027194107  30.3745581484  30.2835221640  -5.7295945176  -3.8180421680  15.1334532491             0.9092637309             0.5710663305            0.40909758421            3447370266900            0.89565124887             35.802031968
  32.6206384075  13.5797553119  10.3400800347  51.1171071463  -0.8832106952 -20.2076929143  11.0229096031  -6.9742407430            0.77535805587            0.57966145279            0.42693380906           11607195460000            0.87122093874             38.686498426
  16.5236158660  25.8599218373   5.7911199422  20.5871206101  24.5238441150   2.6607681965  -3.2967403346  -4.2205716637             1.1144115001            0.91155381215            0.69030277514          103500357880000             0.5348920399             59.858334616
  -2.6469424062  18.3403402077   4.7213978235  18.9576985053   2.3531172871  10.2351125858  17.2584014567   7.3182939779            0.73725363151            0.55783453843            0.42259842593           13731500449000            0.87440654176             39.540216586
  31.9819639519   3.4940193095  -2.5508621512  26.4040369339  -0.8150017065   3.5237141983  16.5391601150  14.9070633190              1.327270502             0.8305347741             0.6005877131           46817747303000            0.76685112328             34.612577528
   0.2275305179  28.8500568218  21.6058850917  36.1844110304  27.3440301760 -19.0219398231  -9.8371447391  13.9286621164            0.98808299034             0.6476959373            0.45764142828            2958177004800            0.83983716107             41.302861777
  23.9141640542   1.2877790168  20.0638075147  26.3741992055   0.1163441614  -2.2889536381  18.8919926986 -12.0223704161             2.5552589763             1.3415248468             1.0709211822          339764678750000            0.08419192889             65.343916576
   8.0670522171  33.1402460036  30.6401809049  34.9452944173  12.6987570151  -4.2832082369  16.8842261219   4.3780763782            0.91437647978            0.78324417909            0.58302290151           41044159640000            0.71711263697             53.645556519
  22.7111602774  13.1183840934  15.8911709639  18.4845278429  26.6011149623  10.6094073304   8.2414170521  24.2172120993            0.99638434659            0.54825049106            0.41730048563            5879351303000            0.89237462663             33.489113058
   5.0609801223   5.8731562391  33.5168611748  24.6072853619   1.8474555897   3.0300614173   0.0023242897  23.2727901963             1.0880751907            0.65680365148            0.49087576697           32681839321000            0.84450177602             39.505331306
  29.4868729121  14.8999052659  25.6695480162  22.6365577654  26.9276471721 -17.1193040467  21.2165813942   4.0144192847             1.9859713554             1.1753365609             0.9589320647          366646708010000           0.277729081438              64.18377483
   3.7005358413  23.6316100384  20.7222732479  39.5723286907   5.0213400230   8.1837767447  -0.8490907500  -9.5509547625            0.80634449812            0.53723513526            0.38641783924            7252821843700            0.89755166699             35.039695674
   0.2808729246   6.9720745115  32.5347957687  33.8560480775  -1.4895944316   1.6963180393  23.7884390921   3.8848911594            0.75182103984            0.55614879002            0.41075307781            8725063388700            0.88258383581             36.581221954
   0.5359302244  31.6950567975  14.6431724318  32.2031604142   9.4608574029  -7.7416226420   3.2924934296  24.2148654747             1.1779899249            0.63389787119             0.4611705723            3729989364200             0.8411456592              37.49830141
  16.2135118687   0.1401553731  -3.5671946472  50.3154513953  -1.3647640168  10.4438681962  14.3344614440  -9.8858252316             1.1888342965            0.75908347773            0.51868195506            4578429375600            0.83786299344             42.298698117
  13.1504512514   0.5821774582   0.9547870897  50.2055825348  -4.5780091642  -7.4059872647  -6.5578593980   7.9644529752             1.2071126668            0.70846873603            0.50524932146           27658212027000            0.83527594397             43.713483386
  17.9704070696  29.4709871846   9.4128768520  32.0075264252  26.9489177221 -13.7181137795   7.2715122717   9.5825443766            0.75772946332            0.66061653792            0.48813431348           16250015373000            0.81418327906             48.446302754
   7.8536537910  16.6127031104  25.1309506587  41.3009186295  14.2844972468 -10.4674111292  16.7128423330  13.3518387408             1.1689137874            0.69716715938            0.48907187811            3055491209200            0.83968230348             37.854864856
  11.5939611626  10.6284450989  26.1408274921  16.5701774054  -3.6948680677   6.7769224617 -13.5694026839  -2.1608589247             0.7933647147            0.72409016374            0.51233833466           67972223773000             0.7399200037             34.553357719
  16.7645376788   5.7392053940  26.3693122232  45.0274694406  29.2727913398  -9.4642472903  18.8974816877 -14.8179583610            0.96865429112            0.85294927201            0.65306468275          138166358110000            0.58035738472             59.696089982
  21.0830008268  34.1931018511  14.9898559858  40.9991337122  12.9094385594 -18.4281570315  14.7642868117  18.1575346461              1.057731797            0.60026344768             0.4442021754            4102055949000            0.85216432695             31.403389404
   5.1819578367  32.6727839203   9.4451746501  26.4280519793   9.8967408342  -9.9652141449  25.3909653080  23.6426636345            0.99256708908            0.61744418808            0.46351350427            6437888219900            0.85142453988               41.2513664
  25.0299132298  28.0907446180   9.0938500070  20.4319097789   6.0798304397 -10.1776080309   1.9415077184  20.1120260164            0.83186261141            0.52565238094            0.39151048742            7066351511400             0.8826339419              31.42090235
