            L,G            L,C            G,P            C,W            P,C            P,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
  29.9029607831   7.4751266763  -4.2215456054  50.9494068493  27.7366388368  -1.3929836936   7.6897059103 -15.1917563338            0.63912752797            0.47846665328            0.35339278306            4990703625800            0.90870160642             33.658225964
  -3.5563943672   1.9399939387  15.8623530500  44.1825661063  11.5555857401  -8.1842228635  -0.3675643282 -12.7930005135            0.83916923877            0.62033996031            0.42421133777            4624755599100            0.89415231856             38.386031305
  34.7596791006  -1.0960739611  15.7673543647  48.3175171502   2.9186404363  -3.3641446656  22.2259020950  13.4094107307             1.3657007665            0.73556715902            0.52815003294           16599355887000            0.84019812816             38.254708602
  19.5663632436  21.6323191674   1.5079609192  20.5123454455  15.3690733308 -23.5485741774  13.4175674200  11.7636114101             1.2282107539            0.95178162833            0.73253915124          144219068530000            0.50530208696             61.095554816
   7.0708120218  19.4773970064  -0.8593189553  26.3296059423  -1.4297656366  -6.2780488744   7.1371355432   6.1152492799            0.74071777046            0.50290590172            0.37382275196            9855539777700            0.90039461082             29.541852379
  21.5243716298  33.2837923109  31.0459445359  25.4206530693  20.0712301590 -20.5077581124  -8.6919716571  14.6164947742            0.62850417643            0.55264075665            0.41430036799           11057690700500            0.87330375371              43.26208811
   5.4340784872  22.9131759444   7.9591133352  36.3539569335   3.6944302082   1.4354700656  14.7596987156   6.3895746105             1.0274298112            0.62681475749            0.44492964311            4374768809900            0.87137681712             34.725644709
  28.1227560635  18.0857855071  12.2505654331  21.2817342958  -3.2838539334  -4.1667022095  -3.5463154638  -2.4473187539            0.88171571624            0.76043249946            0.55638830042           51962871673000            0.73866249282             43.707194197
   8.1837823989  14.5793839368  29.5570916412  15.0654530488   3.6537122318  11.8024035324  -2.6221318078  15.3898724605            0.90072564202             0.6597014389            0.49475022653           39474895252000            0.81766638064             36.079796786
   7.7817625831   0.5182158216  30.9000550641  54.7338384734  17.1182499831  12.5731265370   0.4936225025  -7.4258242205             1.1650570831            0.67887410346            0.47967342934            6688749088700            0.87209271589             40.780149273
  12.1280604902   1.9596427340  23.4925718732  36.2577102436  26.6726576767   5.3902104743  -6.1164578201  10.7026530183             1.0538106115            0.66405279875            0.46353949713            3804577497100            0.86469640172             39.631031727
  18.1549793361   1.7111661763  23.3972354053  46.4121113627  11.7001757196   6.9133496630   5.1479921235  24.2495092477             1.4311827727            0.70641984577            0.50977868154            9438312409200             0.8458476486             41.309319279
  30.2438740859  34.1534252734  13.8128259091  36.2022314130  -6.1313387466 -15.9189030329  -6.4144546167   7.2966502701            0.83691767289            0.49582469555            0.36978252709            7391217793400            0.87600223875             35.078514125
   8.8649351685  -2.1424737753  12.1390837930  35.0318260868   0.4845615077   2.5708174387  -6.0124001442  17.6783666692             1.1862063688            0.73990304694            0.52899890872           37789669623000            0.79724995692             43.868217853
  25.6927124161  -3.8008237655   7.8486523952  46.3793134019  27.7517292837  -9.7882264863   4.1190239126  10.8194909069              1.155356533            0.67878277795            0.47744127566            3323250952100            0.86774358619             39.508722181
   2.5327994928  16.5831342902  30.4630144830  37.6693031920   7.8159215102   6.3340622095  -8.4510992270  -1.0497628780             0.8740073126            0.55475049345            0.40277929363            8164778312300            0.89089861305             38.735142658
  29.7797761701  15.4341930978   0.9793694407  27.4039655490  -5.5117255561 -16.0410141846   0.9401317027  17.9948508907            0.92088299809             0.5738423393             0.4276706678           21277138986000            0.87165502503             34.520304128
  16.7822133331  11.7048425941  34.7261316271  49.7772868017  -1.9657547254  12.8046361166 -13.6038715888  16.5446442602             1.3367529024            0.73347747887            0.52857051162           18479792642000             0.7791139269             45.178056334
  23.2172360215  33.4807684812  25.1782919195  28.6794187422  28.0371707166 -11.0972877779  -3.9233474296  23.0973725982            0.99391605729            0.57048951076            0.41935901532            3439212189800            0.87237712824             32.026991639
  -3.8475146796   4.7325464907  30.2260904846  47.8080383106  25.1028445638 -16.8100853153  14.5664854672  -7.2024803755            0.66567354285            0.50455786357            0.36836080217            4441198865700            0.89227409074             33.079961833
  -1.8629804362  11.8279492205  26.2740160064  18.2237283221   1.1047510770  11.1636570152   3.5250715412  12.5593921669            0.96378930403             0.6744802309            0.50096727054           42169974271000            0.82006567021             35.197269354
  29.3728948939  -0.3316767801   5.0897161579  23.8114395275   4.2237629028 -21.2971586216   4.1621402169 -13.5934794896             2.2052689492             1.2479072891            1.00522843234          324302500510000            0.19203242821             65.149590327
  12.8683632046   6.9103148797  16.7069711705  43.4630221204  31.3466675570  -8.3803556607   3.8266413932  21.9275827861             1.3513298615            0.76955156412             0.5348248175            2376331296200            0.80822440007             42.000671421
   2.0257199202  34.4747026214  -1.7973779609  20.7786503689  25.4923287670  13.8668547013  22.4989222402  -0.5840439729             1.5932210486             1.0806674222            0.83919304791          197639031050000            0.35977850146             62.941843183
   9.3170605527  29.9869447383  31.3504495347  49.5302180557  32.4445882593   5.3093682670  18.4829399464  11.6386920067             1.2893297307            0.69342349909            0.49952748786            2750146040400            0.81924623807             35.833305456
  12.0731441112   3.2744722842  20.5904201395  38.3501836917  -4.4205741232 -12.7958855469  13.4854060146  -7.7555481238            0.77209782776            0.61679678992            0.44544719872           23011313076000            0.86206803623             37.473521391
  20.2788035307   4.5418712670  22.5964879176  44.7393495711   9.3272831548   4.3379355663  17.3425812547  -8.9975144690            0.72121057337            0.63890587105             0.4645771355           11255232708000            0.82863982998             41.777345906
  19.8890418506   8.7569865629   8.0820250486  24.3292989282   5.1570723613   6.7221475504  26.0449887202 -11.3799103385             2.8632938857             1.4077398964             1.1357808169          421507445180000         0.02227831855304             66.161575966
  27.9409236432  27.8150860499   0.3954270773  51.3109630222  27.3832573250   1.1813580915   1.8899979263   9.1360094249             1.2882607482            0.70354293364            0.50281263924            2698866699000            0.83372140555             39.835010031
  22.4748271199   1.6584560027  11.9353622562  54.9692101025  -1.4260481884   2.4313121269  18.1878972978 -13.7603438508            0.69480412701            0.52055054158            0.38079183477            7286619591400            0.89381922946             35.116602981
  14.7029505966   2.9443592499  34.4037875928  53.3427825712  24.5099834094  -7.7039976100  22.4989786112  22.4880198395             1.6277414321            0.86598826393            0.59602654211            2050008214700            0.74785388784             44.000024563
  25.4141754570  32.3420424770   1.3909480144  29.9997890755  20.3776435285 -21.1835644989  -9.2695611793  14.4106887230            0.77644127467            0.49405076215            0.36308934402            4229962942400            0.89624518311             30.245435818
  10.0557632565  21.8592856853  20.4016497323  46.7752241070  22.1588936561 -16.7488661211  23.3241407661  -1.8738917091            0.87554374645            0.79450719075            0.59895078068           82854595804000            0.67744625333             56.785001719
  20.5419046055   5.3897005520  28.4992676649  30.0391527717  25.1728155692 -20.8157244778  14.6631654699 -10.4601391223             2.0222284221             1.1915821595            0.96151515466          326822472250000            0.24922322597             64.463873125
  29.6633928951  15.2752365706  17.6517202709  46.1231565120   3.3425714542  10.6345042282  15.3200614814  -4.1111732727            0.98251789978            0.61005263631            0.44877565388           13079145647000            0.87434939953             34.476179605
  29.9292292382  12.4489453762  29.3864764646  30.5004044111  12.9025380964   7.2308431428   2.2460539644  -5.7047454592             0.9646305943            0.73866223537             0.5382635271           37760533634000            0.79100633314             40.095953466
  28.5311157280  -3.8110897441   2.6169060791  45.6062280976   6.9936711838   1.2853778996 -12.7607148057   6.6688492856             1.1359691264            0.71327349515            0.50695587862           29399961473000            0.82265944627             44.288756185
   2.1957896948   0.1145099833  31.6785700538  53.1346049408   4.4477372316  16.3620366333  -3.0807111126  20.8525727289             1.5354093942            0.80598015532             0.5790743095           18161627640000            0.77675381044             45.704657699
  22.4317835261  14.6898954571  26.9860775444  38.3433541603  -0.8744529287 -19.6385112924  -0.5206515814   9.3222206879            0.93266667906            0.56748333767            0.41639145218           14735818005000            0.88348632925             36.335315821
  23.7304724184  25.3436654947  20.7765453441  40.5915354889   8.8174456501 -19.8249494812 -12.8030986627   0.2440020095            0.75730673596            0.50505367298            0.36586543925            4563278661200            0.90364430125             35.692180042
  18.7073859451  32.0826815014  27.0794434749  33.5657146803  -4.2209422124   2.7900608968  23.2784774347  16.0365467995             1.0353359347             0.6439018823            0.48137252333            9898078321600            0.84415338013             38.876571367
   6.6883746738  29.6175853530  17.0370603696  22.5084492029   8.0489767200  -7.4881656904  -3.4567282654  21.7918027083            0.93511776855            0.58423769977             0.4273537731            5717355201800            0.86806529973             36.280945624
  34.7189407172  10.8985215203  14.8578945426  49.1496062816  11.9498157663 -21.4131244634   5.2272898326  -4.3766034189            0.79148765824            0.55477886989            0.40585002243            9374795952300            0.88448541109             35.033087604
  22.5981945186   7.2786924663  -1.1164009180  23.6440238005   1.7308607979  -6.5403262886  -4.5144508805  16.0390037441            0.87897678362            0.59992605868            0.44900812933           29696565843000            0.86282391595             37.185124271
   4.8135377602   8.6128905931  13.7946729490  20.1454115027   3.7227738794  12.5730937534  13.4911456877   2.0569567266            0.94127110211            0.72788231485            0.54009528375           41429920141000            0.79763875277             42.205278688
   1.9823828892  -0.1194002931  -2.0779060964  52.3000383856  14.8320860337 -18.0088222902  23.0025028123  -7.9221313349            0.63046314665            0.51819256453            0.37814327627            6056789478300            0.88551758285             36.870899692
  18.2257890836  -0.4602754671   5.9677687319  49.5146280102  23.3114542317  13.7952120681   8.9115672396 -12.9729071433             1.0589598152            0.70600108413            0.48627359827            3051120811000             0.8564143824             41.300456108
  19.4992813158  30.8042788985   0.7428082921  17.9420606989  22.7155333026  -6.7838861477 -12.1943640187  20.3100527608            0.80853147339            0.57805666308               0.42044483            5166685002000            0.88646201684             34.715194377
   9.2760019771  -0.4487537906  26.3676948539  43.2814153160  17.0856863472  -3.0504945686  16.3200188409  -0.0982419450            0.98779385075            0.65488559438            0.45614889781            3258569055600            0.86874355543             38.112251386
  17.9218088392  14.2609702779   7.5347082551  30.6228452144   0.4002004885  12.7873519791  -1.2631827006  18.4207527463             1.1279760334            0.62080650021            0.46543441755           19118744889000            0.83217169693             40.074276857
  10.5617996288  29.5822377051  23.7786364731  35.7231411023  22.9162550707   9.5588882902  -4.6257815658  18.9001288932             1.2176317039            0.65065757507            0.47013358165            3366080856400            0.84116247981             38.299313944
  -0.4652927991   3.6304898379  22.1021862598  48.1120080194  -6.0448660418  13.4429153400  16.2715980962  19.5214448871             1.5837899812            0.80970892219            0.56848179677            8122239767700            0.80270468867             42.723240169
  21.6254489097  -0.7819876700  25.7370147960  43.8572200825   2.0115083394  15.8782462484  -3.6376116391  17.0434160336             1.4559591848            0.79427712443            0.56514509476           44829798743000            0.78558942972             43.582176716
  26.5735158199  22.9658311364  21.4550154022  40.7785494659  24.1566679257  -2.7177210535  -5.5798316619  -8.3961296056             0.6161527501            0.48693748298             0.3643331046            7819516837800            0.89843527741             36.243652197
  16.1753976319   0.7014966088   9.3844345985  53.4295206927   5.5532060093 -14.1231157717  -7.5267699824  -2.4684195292             1.0369585305            0.63125737819            0.45264185136           14454072988000            0.88383760127             41.605939417
  31.7770904172   8.2092802631  30.8807014423  24.7948946438   0.3127015141   5.7195809372  -7.3302912981  14.4981035765             1.0873068738            0.73666789556            0.53230407494           51487372325000            0.79308126616             38.121857129
  16.9702526079  27.5344817362   9.7114118032  25.9359876478  -4.3641684573  -7.3036954750 -13.0324206780   1.8970551435            0.61403856886            0.47329112682            0.34831182234           12759523842000            0.88378801052             34.454137043
  32.2119770278  14.7159850410  14.9722931456  21.1046214429   1.6207134518  -5.5893740796  -5.2058559755  -2.2037834767             0.8778225578            0.76269121243            0.55641377538           51353055414000            0.73548518328             43.502174562
  28.5648652531   5.4890382569  24.0670929435  48.1790669453   7.0638888146  -8.6231360803  25.8192078951  11.7244653107             1.0498336374            0.59701507968            0.43899730258            3813609653900             0.8757169468             31.866717886
  19.2694347590  25.6196691667  23.8999038678  40.5280509641   4.6927368763   9.5175638323  11.6384450424  -5.8647054233            0.79781222461            0.65256279753            0.48092488214           16027707775000            0.82791912185             43.071382428
   4.3286353588   2.4946748752  33.6026489461  52.5802176644  20.5573992364 -10.4900826327   5.6839003213  -1.1790119117             1.1531216993            0.72950089498            0.49940627619            3049081291600            0.84081501133             41.336255314
   0.1794171523  28.7316135829  -1.0623036853  51.6955007428  30.2155958532  -5.1537366590  -2.7619066139  -9.1714529458            0.98378961897            0.67023117404             0.4653549733            3297902641200             0.8416903469             40.250975481
  24.0667358447  23.9642657919  27.0157062767  33.7024852973  16.0479220882  12.9901247600  -6.2969533537  18.4679457087             1.1770320696            0.63136516691            0.45893618538            4691768374600            0.85041835147             38.472187228
   6.3861324449  11.6520201527  15.8302431785  31.1786430757  12.3495271150  -7.5339237069  -6.1320994520  11.5985714034            0.89500724577            0.58483749692             0.4107420258            4727605641600            0.89034544344              37.09120086
  16.5139058519  16.5085138388  11.5163962985  53.5071521601   4.2493229910 -23.1356866625  -3.6496444262 -13.3306546269            0.82574740917            0.58482065612            0.40780763034            5222917461400            0.89282177093              36.04965343
  25.5267600473  -0.6859907086   3.2939643574  20.9600405491  28.4673380896 -15.1435490942  13.4137467779 -13.1558258983             4.4828161767              1.651240129             1.4064275417          791118448760000           0.021685682755             67.003686046
  10.9306776547  13.9215274814   7.2343362229  50.7575046164   4.8997427656 -13.8758412843   9.2202653524   4.0100675223             1.1946372678            0.72004863385            0.49945071423            3314510155100            0.84864470446             40.038661877
  -1.8911132965  -3.3510773966  14.3382943832  38.3390863061  23.9727295528   2.6575378188   9.7092639965  14.8746807810             1.2755606683            0.76062230939            0.52441905932            2783652428200            0.82797259535             41.231524443
  26.7593883924   5.0650702132  -1.9056930253  40.9209520670  19.6041246450  -8.3135996124   1.1752412990   9.5682185552             1.0281872913            0.60289454023            0.43065625117            4468586695800            0.89191445454             37.311206388
  24.8557543886  26.6862493471  24.2821255376  37.8803955227  -4.5385247159 -14.5127414784  -1.7294633125  -1.7354812307            0.75029840311            0.54429621953            0.40279422252           15240744701000            0.87783732487             34.857498116
   1.5580292549  23.8467857544  23.4771972099  44.3528024526  31.7968575377  15.7157303559  26.2741944403  11.6870164747             1.3100665008            0.71133304128             0.5113906127            2530169320300            0.81881866959              37.20487057
  18.4780958379  34.8298366943  11.9743961045  43.3383364808  19.0731388443 -16.4093421279 -10.0199489584  21.2154049889              1.222961082            0.67846673596            0.48650117589            2804921700400            0.83211803771             40.989064894
  30.6848390702  16.8859120680  15.9573116193  41.5995028140  16.2683151437  -0.6333988724  -4.0569361872   4.8342108124            0.97262301044            0.55080281978            0.40147559895            4915241413300              0.895943774             36.202169385
   4.6195449252  -0.1245681549  22.4379009780  28.4920467906  27.4565301379  -6.5595242317  -1.6899389444   0.4982015815             0.6324018739            0.46496276789            0.33349843553            5595566766100            0.92929874699             33.227576917
  20.8358549845   6.2433419336  21.2001084127  43.4060191540  29.9944907337  15.3143897083  22.8786634301  -5.4222867630            0.85076724156            0.72241832776            0.52943050645           16922182649600            0.77567379596             46.072683687
   2.9147474669  18.1372304068  14.3524942030  45.9517078768  26.5383732656  12.9388676220  24.8092853990  -9.9857612701            0.81250931045            0.72644417725            0.53845832772           42681893607000            0.76306511285             51.140910169
   0.6434519876  26.7398751390  18.8120571122  42.6837262832   4.4609011184  13.3565052458 -12.9694444700   2.9544922967             1.0896407703            0.66756252934            0.47486843657            6616200475300            0.81268198612             42.961262135
  14.6225219350   6.9043309637  26.9656818554  31.8988637135  22.2086323545  -4.2891810738  24.2726064524  12.7266192082             0.8238993441              0.638360778            0.46815433163            8130397844700            0.83917517313             41.369457052
  28.3704560692  12.8669857267  14.8597706281  22.2854167918  31.1565384707 -11.1658837423   7.1273837822  23.5867659293            0.85290236844            0.50017188358            0.37694825442            4187424397900            0.89901866989             28.862940634
  23.6659960862  33.0409830715   9.0333435761  29.2907420055  24.1165562206 -16.2294392976  22.3132880878  14.2248708501             1.0720993167            0.88806542369            0.68255723182          132578658040000            0.58393331079             59.933576533
  12.9143769511  18.4285078413  31.3851466197  41.2832317446  12.7163989578   7.4399329324   6.6825788495 -10.9896287758             0.6852278916             0.5318896582            0.39492699311            9260874233800            0.89014064726             37.052160052
  -1.5510056717  22.9516174820  28.3650601999  35.1313159781   7.9794353812  -2.2266509488  22.5075847447  -1.3122949650            0.89698432589            0.79550460776            0.59414786147           58632391007000            0.68960605291             54.410766677
  26.1151198988  30.7801662447   2.1836255993  41.2071304498   4.5441354204  -2.4006394988 -13.2099013156  23.2364484848             1.2969282492            0.72942072697            0.51655337008            5628199074200             0.7937944067              42.58456824
  17.2958508321  18.8149386621  27.7544445515  20.5503543088  -2.8227142739  15.1467934075  -0.5764924966  19.7212555282             1.0544760166            0.66192122251            0.49803376112           32566460801000            0.80711799933             38.990874112
   7.6609918656  16.4268989012  -3.4269622072  37.6416630739  -1.3328671418 -20.8747216814  -0.7681758365 -13.2142052347            0.50977896841            0.46155491708            0.33284118585            8398740307200             0.9181030343             32.872229848
  -3.6892561223  25.0753382461   0.7934089740  44.8022819582  -5.7307028789  -9.1426610460  19.8336573416  -2.9995322873            0.78704781624            0.55954951642            0.40869898209            5773587661300            0.88404433197             35.143018569
  25.9479397338   5.4679288656  34.0656100117  21.3421473184  -4.3801795089   3.3504782243  17.0024744343   2.4526657634             1.4064346254            0.96963047315            0.70414557733           68201815371000            0.60490919531             47.119399148
   5.0438651867  19.0133819188  30.7119774268  27.9509924866  -5.3723006592 -22.1287984882   1.8577797461 -14.8361570016             1.6975236686             1.1108757424            0.87393600559          219798699140000            0.31428127898             63.760715876
