            L,G            L,C            G,P            C,W            P,C            P,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
   2.2255743042  31.6678528456  22.3786876556  41.8511146131  10.5354627050  -9.5399015188 -12.8850782989  13.2728732798             1.1045878808            0.64969934798             0.4675755005            4230545662300            0.84400645262             41.058635549
  -0.9196801077  10.9672083322  25.7766442914  17.5185677489  31.8839960746   8.1990150230   8.6292751965  -0.8426816607             1.1291291959            0.91321485687            0.69348493534          100469049568000            0.54889343161             60.118611035
   1.3677100691  -2.5451026834  11.0895043476  19.8148028237  32.7302533769   8.1763867748   7.8892696534  19.0876312796            0.91001756973            0.54706160945            0.40389085543            6103115701700            0.90347204571             34.702762717
  -2.9165507137  12.2281485831  31.3889303321  47.2956098554   3.4221008080 -11.7342679027   4.7328227941   9.5599256254             1.2036665762            0.69424294915            0.48780662147            5093553668400            0.85970618078             39.627957908
  11.1343001179  19.6584904377  33.2092686091  45.0075587232  22.8888724642  13.5129653359 -12.0618480169  19.9859216434             1.3916004469             0.7532440064             0.5341082569            3373073493700            0.80865204114             41.443013348
  19.0500094635   2.2750260872  15.9276402854  20.1492212870  31.5296340119  13.0702468697  -9.0631118799  20.2945959743            0.93996116488            0.60617176043            0.44131178162            5978705026800            0.86748713381              38.82888289
  25.2736505759   5.8345450643  31.7027194107  30.3745581484  30.2835221640  -5.7295945176  -3.8180421680  15.1334532491            0.91469190946            0.56501269973            0.40609323303            4357578576300            0.89763824597             35.988405478
  32.6206384075  13.5797553119  10.3400800347  51.1171071463  -0.8832106952 -20.2076929143  11.0229096031  -6.9742407430            0.92399906146            0.64533353777            0.46606628203           16390450842000            0.85180960644             36.754400333
  16.5236158660  25.8599218373   5.7911199422  20.5871206101  24.5238441150   2.6607681965  -3.2967403346  -4.2205716637             1.0472127843            0.88284302641            0.66591606989           90375177390000            0.56928956847             58.906566433
  -2.6469424062  18.3403402077   4.7213978235  18.9576985053   2.3531172871  10.2351125858  17.2584014567   7.3182939779            0.75102562643            0.55063109864            0.41638566998           14511762244000            0.87933203698             38.285980737
  31.9819639519   3.4940193095  -2.5508621512  26.4040369339  -0.8150017065   3.5237141983  16.5391601150  14.9070633190             1.3703219625            0.84576826905            0.61015302036           45816343346000            0.76967837788             34.157271273
   0.2275305179  28.8500568218  21.6058850917  36.1844110304  27.3440301760 -19.0219398231  -9.8371447391  13.9286621164            0.99122025805            0.64507688292            0.45639630815            3706971932400            0.84105963182             41.078653397
  23.9141640542   1.2877790168  20.0638075147  26.3741992055   0.1163441614  -2.2889536381  18.8919926986 -12.0223704161             2.4993434717             1.3285702474             1.0591133148          326326577710000           0.099137594665             65.127253642
   8.0670522171  33.1402460036  30.6401809049  34.9452944173  12.6987570151  -4.2832082369  16.8842261219   4.3780763782            0.91160395511            0.77620109249            0.57632655301           37788212824000            0.72667305615             52.716690824
  22.7111602774  13.1183840934  15.8911709639  18.4845278429  26.6011149623  10.6094073304   8.2414170521  24.2172120993             1.0108600172            0.55322154475            0.42115775961            7329449495800            0.89336751293             33.975664665
   5.0609801223   5.8731562391  33.5168611748  24.6072853619   1.8474555897   3.0300614173   0.0023242897  23.2727901963             1.1204882895            0.67452123512            0.50300861258           33104019806000            0.85090620132             39.530540193
  29.4868729121  14.8999052659  25.6695480162  22.6365577654  26.9276471721 -17.1193040467  21.2165813942   4.0144192847             2.0163310047             1.1850662384            0.96679838494          364784044200000            0.27113695402             64.233979285
   3.7005358413  23.6316100384  20.7222732479  39.5723286907   5.0213400230   8.1837767447  -0.8490907500  -9.5509547625            0.81976281027            0.54058527224            0.38982299887            8696218759000            0.89911720763             35.147248306
   0.2808729246   6.9720745115  32.5347957687  33.8560480775  -1.4895944316   1.6963180393  23.7884390921   3.8848911594             0.7662033093            0.55126736718             0.4084926922           10135827995000            0.88630118763             35.693636403
   0.5359302244  31.6950567975  14.6431724318  32.2031604142   9.4608574029  -7.7416226420   3.2924934296  24.2148654747             1.1873123644            0.63223243315            0.46204819932            4837448321500            0.84144834416             37.782638279
  16.2135118687   0.1401553731  -3.5671946472  50.3154513953  -1.3647640168  10.4438681962  14.3344614440  -9.8858252316             1.2070882807            0.76185945865             0.5226883276            7386556035100            0.84019251711             42.294185608
  13.1504512514   0.5821774582   0.9547870897  50.2055825348  -4.5780091642  -7.4059872647  -6.5578593980   7.9644529752             1.2286800589            0.71555831914            0.50750859597           28102827224000            0.84498202886             43.408109258
  17.9704070696  29.4709871846   9.4128768520  32.0075264252  26.9489177221 -13.7181137795   7.2715122717   9.5825443766            0.74712401901            0.62197190761            0.45849014616           11534938206500            0.83990466499             44.740499317
   7.8536537910  16.6127031104  25.1309506587  41.3009186295  14.2844972468 -10.4674111292  16.7128423330  13.3518387408             1.1869064858            0.70428602043            0.49375255239            4240451898500            0.83576399305             38.492848232
  11.5939611626  10.6284450989  26.1408274921  16.5701774054  -3.6948680677   6.7769224617 -13.5694026839  -2.1608589247            0.79757373489            0.72211006924            0.51031131216           63464594851000            0.76075525653              33.41997815
  16.7645376788   5.7392053940  26.3693122232  45.0274694406  29.2727913398  -9.4642472903  18.8974816877 -14.8179583610            0.96617621851             0.8516713629            0.65125045168          132335081190000            0.58455408653             59.373329179
  21.0830008268  34.1931018511  14.9898559858  40.9991337122  12.9094385594 -18.4281570315  14.7642868117  18.1575346461             1.0902491611            0.61421041906            0.45245921176            5077528874600            0.84482810686             31.333334107
   5.1819578367  32.6727839203   9.4451746501  26.4280519793   9.8967408342  -9.9652141449  25.3909653080  23.6426636345             1.0228768604            0.61456118439            0.46213162718            6982148502000            0.84963153407             38.490639858
  25.0299132298  28.0907446180   9.0938500070  20.4319097789   6.0798304397 -10.1776080309   1.9415077184  20.1120260164            0.84774127836            0.53323315448             0.3966051532            8252769000100            0.88222845778             32.228728453
  19.8590599292  15.6024602177  29.9649920767  46.1924831900   1.7048630850   4.7728562023  -3.3328846007  20.8957617913             1.3382719931            0.66076170472            0.48460446327            9067702624100            0.84600791052             41.074343014
  29.5757634326  14.6312119994  14.1600031426  40.4017430196  12.4964866291  -6.4236975726  26.0559988102  -2.6562562148              1.284096593            0.97361917032            0.73360366305          104463593708000            0.49414103859             57.423633721
  15.9353149985   4.5201786616  21.3559466758  35.9219625555  18.1116619021   3.8876893516  15.5579570644   4.8245933157            0.92518107121            0.56298211937            0.40747276894            5949277677400            0.89900895428             31.327125661
  31.6878342223  14.9586489529  -4.8194400594  25.8134825010  19.3420740638  -3.0397000528   0.9788538562  22.4974464344              1.005461339            0.55357797092            0.41170885267            5483101847000            0.89277372576             33.740387031
  33.5623645871  23.7118071715  24.9427079272  39.4432253749  31.7634497854  16.3322732976   6.3647888646   9.2432203606             1.1363405491            0.58415614719            0.42793311786            4457515019800            0.87538483467             32.617745736
  11.7569002097   7.4477827675  26.7885964656  30.0849353154  -0.9013428835  -7.4591085460  12.8316087417  13.2404259135             1.1123006115            0.70113548855            0.50973970072           29863515065000            0.84256837951             33.353151832
  26.4045480169   6.2986294176  15.1513323824  50.9632756032  17.8257053311  -6.1309134692  -9.7256693502  -6.6562138517            0.94793502865            0.57437827138            0.41935495841           10466521475000             0.9029234348             39.629265473
  12.4265979594   1.0658092197  32.6068643319  54.4197169981   7.6066877167 -23.5702452125  -2.6301149858 -12.1184396858            0.94049444039            0.64145346737            0.45490762245           17970495547000             0.8721319328              39.61228159
  29.5573539682  20.2113420528  34.5531814991  30.2027551068  29.4572188094  11.0890041990   3.8100645776  15.8771460851             1.0481909414            0.54110851912            0.40417310181            4898342539500            0.88611018117             31.471815687
  21.7350743268  12.2565603695  30.6785972867  43.8002445366   4.6014074687 -11.9578814362  14.5862695861  -9.5416459027            0.91693574904            0.81229764733            0.60035918252           41533935622000            0.66603511239             49.104590148
   3.4936698817  -0.6683483371   0.9333811080  28.1759862396  11.4812980653   7.6256001870   3.5128932802   6.2931317362            0.92350959218            0.58133959765            0.42717732558           21045507870000            0.89333290766             37.344521449
  27.7960966153  23.7814015345  -3.3473179977  44.6397033784  31.4446651609  -2.9758476624  11.7923468318  15.9716992050             1.2868464335            0.70156674827            0.50007788751            3650739472900            0.82845137104             38.257990773
  32.0200152705  26.7737348899   0.1786742063  45.0277734783  10.9055445110 -17.8053983259   4.6455248776  10.7577200591             1.0814750735            0.62270997395            0.44689519959            4673995420900            0.86297004925             35.973842613
  -0.5598684489   6.4935942509  -4.7504882991  17.7352389585  26.4631293981   3.3186738641  18.0867099690  -1.4770735867              1.187709238            0.93742148191            0.72978346877          177483919000000            0.49666789898             61.373175163
  12.6629033890  16.4488897235  33.8076037843  54.7021538459  16.5110953660  -8.8743051440   9.7546587569   3.5291572015             1.2466136474            0.73057108482            0.51031092915            3947052485300            0.83085867282             40.485821732
  -0.7069434423   2.8675394578  17.1756049996  38.4748462422  15.4091224089 -13.0441719160 -13.5147647054 -12.1070312854            0.64400261915            0.51501947533            0.36637527642            8842481425800            0.92463452058             39.205706531
  13.6331396905  32.6026595490  -3.2217744159  20.9848493075  19.8190055165   9.8008541604  -6.9603034548   0.0804162645            0.59540458035            0.45874198901            0.34579854399            9763470050700            0.90685202937             32.594380598
  31.3263052939   9.1003017145  20.7608725299  38.2643180829  -0.1033174433  15.6656312835  10.8473984730  -3.8605012589             1.3718937212            0.85418626911            0.60751140772           45064926179000            0.76371013726             36.827206898
  34.3243850488  21.0255794395  33.8744010650  25.6489036477  18.9997467373  -0.0292556696  19.1787739789 -10.8765158612             4.1858201437             1.6102239319             1.3749650468          753553417600000            0.04005563803             66.944805842
  20.0775320255   1.5273702714  24.0851687741  23.6137120253  -5.9856659184  -9.1741301688  16.2212191460  22.0155220126             1.4108679262            0.87674242324            0.62840328207           53283314711000            0.74319092271             34.924804142
  14.3141871810   4.5933256959  21.3835919766  29.8290212438   8.0600797793  10.4990792476  -1.1266732265   0.3989886040             1.0232020293            0.70213124488            0.50046828785           39497621322000            0.84130727455              35.70819541
  -1.4694535401   0.3780566114  -4.8619112092  40.1068354414  24.3860108103 -23.2271375630  16.0107304733  23.4636900693             1.3604716824            0.81688875958            0.55607921546            3279255608000             0.7677390671             43.646602926
  -3.8219481765  13.6534014303  23.1396936162  30.1775024435  27.7006300934  10.4443664607   5.1955302840   7.8447592886            0.99396894251            0.61901364243            0.43818144969            4679239899200            0.88102368211              35.57056889
  -1.9435301749  12.4493095205  30.1481791640  38.4363134681  -2.2362087336  12.5500502754   0.7724056797  23.3920855304             1.3409999471            0.69123943223            0.50557027828           14535945116000            0.82043254778             41.659656987
   4.1510506623   6.0259639191  26.2300498215  48.5067958604  12.3650095575  -7.8633876748  18.9842002262  -5.3215573389            0.86668142047            0.60091800293            0.42873226037            4779467702700            0.87409879391             34.029455264
   6.7248171054  28.6568840112   8.2330772268  33.3062691627  28.9173548655  -6.4983505456  23.3880106714 -11.7777049750            0.31970870261            0.48551345479            0.36626514333          244566038310000            0.84469362991             51.632127431
  32.4049508667  25.1122353493  22.7077901397  34.7469195600  21.8318588123  11.0456990873  -7.3511542880   0.3468447367             0.8311668133            0.46652232154            0.35400451977            6879589819400            0.90541939106             32.874942669
  17.2720206582  21.9179638330   4.9512657908  48.5126171609   8.5344300422  -7.9217908680   7.3284926032  -9.6156577415            0.80820923299            0.56019676673             0.4035631743            6065530275300            0.89306941706             31.531190788
  27.3815957420  34.1255797289  21.6419749013  28.1485091779  20.8478494111  -1.1018903760 -10.4139968327   1.7455413470            0.61907777947            0.51484325088            0.38732512084           10198761731300            0.88888252424             37.765803289
  20.8772576230  19.7070857893  34.6249452551  37.0290257642  -0.3341873984  11.4982628366  24.7387384093   0.1615021111             1.1347634727            0.89588248767            0.66796894509           56740299856000            0.61212183976              50.73566025
  25.7679587854  15.4543200356  31.5511567680  46.9628519048  28.6649135051 -21.3509379701  -7.5695273890  -2.9735345929             0.7697423115            0.52903035073            0.37874689485            4631748236300            0.89447468357             33.993722436
  20.3848971293  10.5906300861   4.3131786573  54.0802797318   7.3089405334  -7.6334187420  15.3234388967  14.2818645253             1.4707181414            0.78462917728            0.54900791572            3876543391100            0.82249624094             41.664902912
   5.9826602555  19.6912462078  27.3976734024  34.2130668739   9.6119527734   6.9841333901  25.9552290238  -9.5759660014               1.23381274            0.95417254027            0.73733713559          169582530050000            0.49579084528             60.937584285
   5.0262684013  17.6680191739  -2.7430986202  42.2765141247  17.7856009867 -20.9463325112 -11.9317014658  12.7266718328             1.0689769359            0.69021328307            0.47844368106            3635006038600            0.84471942913             40.763616965
   0.3773271696   7.4037200478   9.6155115867  34.9939536835  31.1303319268  -4.1621363351  -4.2241228686  -6.9225985665             0.7326244301            0.56598190226            0.39311306719            4923108130400            0.90392786134             36.169670121
  31.7348320291  26.9880033314  12.9109509511  23.7489068229   8.6681248594  -4.4428826349   3.3258209626  -4.0532614762             1.5782581815             1.0744968331            0.83626221015          198887216840000            0.36454178628             62.967032808
  28.0975777202   5.3477470410  15.9611474410  27.9628105513   5.0203545554  -6.8069201707   0.4244293069 -12.9724040066            0.89532532245            0.77195619476            0.55447343215           44774440365000            0.74173585231             41.108815083
  11.3042044261  25.8664727381  14.8273396266  41.3693315347  11.0220186555 -20.8118115732  -7.2262044115  -9.1151034503            0.62303221391            0.48323912151            0.34653398704            6426525184200            0.90778284538             30.739875391
  13.0250367771  -2.8295275166  13.5176150289  27.5743950686   6.2744176984   3.6606693546  10.1706525779  22.2794832203             1.2751308566            0.73058322601            0.53250626776           36320633039000            0.83968257342             38.369156344
  23.8752729051   4.4446298272  18.8751807333  32.4727387364  14.8490972222  10.9651002540  12.7259976998   0.3752133303             1.0039981235            0.66839236931            0.48671389587           24125764671000            0.85814793465              34.20738504
  31.7475851836  28.4683362403  11.4817159203  48.6809545572  29.8216561431  14.7480485335   6.2548538070   2.7762537263              1.205584305            0.65028108382            0.47006677231            4127695619500            0.85685294515             36.370326198
  16.1355134001  17.0220349685  17.8563585883  34.7551139284   5.7452492028   4.7322814659  -8.0603901792  -2.5083766098            0.81550906301            0.52400685947            0.38794337806           17581238730000            0.90058866496             36.840848501
  24.0512136506   2.6926641212  24.8587027721  34.4085481676  -0.0431739809  -9.2012245582   4.6333421912  21.1291179441             1.2971851215            0.74791339496            0.53541489593           36764374156000            0.82997331394             38.836078866
  18.4369251520  -4.3502902760   5.4008502592  48.2423101553  26.6376358673  14.6531865345  15.7268249642   8.7855487906             1.5148069346             0.8481007051            0.58236207428            3087540797700            0.78519414939               44.3899083
  15.4226742961   8.8693695865  23.0254196622  26.3639754891   7.8883870190  -6.0037000102   6.4678946600  11.5006496719            0.93941903942            0.62858354515            0.46286819631           24652252000000            0.86823553918             32.189712015
  10.5913313579  24.0503366186   9.0109041255  45.1489013666  27.3321029612   9.4505714480  13.1996591660  -7.2365776768            0.77068498563            0.56105610503             0.4132487651            7640330502800            0.87909196921             38.417396891
   1.2996708432  33.9018839841   9.8804621238  52.4141884959  -2.7679497655   4.9555842688  13.3799222981   4.9388164284             1.3809503928            0.75081517988            0.53111708191            5414340911800            0.80603948723             42.011734749
  16.8790793656   6.3779130901   1.2981190373  30.9990027831  23.0042910023   3.1324659027  -0.2854303501  -5.2623698224            0.68452924064            0.48086271879            0.35480878455           10775945682000            0.92276533716             30.736211307
   3.6483306315   4.1726744355  25.9800399672  46.0584394079  23.8178958404  -4.6208207439  16.1954248327   9.4668403261             1.3249232379            0.79560326947            0.54591796282            3484955693300            0.79433684203             43.330246128
   2.7921830148  30.1702786095  17.0603103235  20.0779049055  10.6533568901 -10.6113535998  22.7514135186  -0.4602543061             3.9187310198              1.554355668             1.3270788377          808310139320000           0.110915142334             66.272728406
  31.1325509831   6.3812958341   9.4415437934  34.4785413226  20.8428220790   7.7578100611 -13.3570637318 -10.3590867809            0.74700606759            0.56395142403            0.40418396388           23839066535000            0.89282223887             36.263894476
  -0.1968327461  -0.7906314023  31.0553558848  16.2265282684  28.5737800846   2.2019994119  -6.8127361670  13.9899306586            0.67665879347            0.50698209291            0.37573506285            7938100314500            0.90866862991             36.450472798
  -2.1263393120  23.4033848118  -0.0191023363  47.7094632690  28.2829824599 -16.3844581486  24.4248009101  12.5179397934              1.199552673            0.72354975848              0.511317295            3814483733500            0.78837576829             39.102650423
  24.8509117108   4.6549371855  16.4215501867  28.0642604377  13.1580312218 -21.0990277137  22.6113430182  -1.9949753422             2.0049214596             1.1972745414            0.94993659753          272940704310000            0.23378840305             64.278967565
  15.4258215068  27.9427444898  12.0943042513  26.6882358485  28.6545283334  13.5060140348  21.6140997487   0.9648717770             1.1643003923            0.92569770743            0.70939453829          136252706310000            0.54648300059             60.315068535
  10.7514466423  17.6298261246  28.9931319463  44.6614444059  23.3999843542  16.0480120262  -4.1861245405  10.5317101167             1.2878909554            0.70450799848            0.50221776843            3834878926000            0.84328587644             40.003247474
  22.2408494279  16.5636993553  25.6716013684  50.0746140202  31.3712464417  -8.7559668295   9.0496011772   5.0830082242             1.1194719838               0.67178434            0.47538003652            3932775850300            0.84386177542             37.382137027
  24.0054144330  12.2750529887  12.8431201551  29.3753840697  14.5207595880  14.5679287782  12.1348303413  14.1283799627             1.1121775474            0.59466062635            0.44773629726           13544156037000            0.88010381491             32.892167026
  15.9608872111   9.0754435764   1.0769679930  38.3238284713  13.2378742934  -0.3330818969  16.9001925607  20.7432434151             1.3388597175            0.72046238042            0.50716204935            4190920716700            0.84705995802             38.601155536
  14.9869103093  22.2128892826   4.0224462823  41.6707971820  11.3186114033   1.8587943022  18.7921411748  -9.0478864670            0.88008368508            0.78880039537            0.58701519069           56038413870000            0.69305633804             53.202141892
  11.6971029969   1.8824471391   7.6161428344  24.7030015943  32.2825238512 -20.8205990860   6.0277565971 -12.0360921192              1.546805284            1.05292550182            0.84700418326          276031450060000            0.38187675077             62.917744328
   0.6247690671   6.4230799254   8.4432088697  40.3645532845   3.5220432284 -22.6998610179   6.8624696762  20.0960802123             1.2016714553            0.70180339821            0.48769117761            4783838101200            0.85731718583             39.065737886
  28.4959847611  -4.2347268134  28.8382188194  28.6896648609  17.3825762282   1.6126077845  13.1144132105 -10.6700080118              1.498511882             1.0517832307            0.80515962214          153043194290000            0.38250235571             61.264661423
  17.4277048788  31.5311372511  32.4458632135  26.6182567054   7.3582581145   6.6218225795 -10.6155443747  -5.5660890658            0.59224343708            0.52669393048             0.3920606271           18496691519000            0.87710430455             37.418049653
  24.6792052064   4.0882979396  31.5206446677  45.0945014736   5.8501422706   6.9875837644  26.1884589669  11.0919523222             1.2541879723            0.68088588539            0.49047770652            8610558950100             0.8600074549             35.682721444
  18.1520916430  30.0691501878  11.6177627431  51.4472369582  18.8182218520  -1.2190913975  -2.2090474301   9.6121215498             1.2866880242            0.69620827857            0.50018394532            3748636397400            0.83413831895             40.622686763
   2.2498230070  -0.3661165089  15.6503766934  21.6368286560  24.1217610554   5.2715746587 -13.4165959979  -9.4459798350            0.48484441394            0.47949087679            0.34843840698           22968191813000            0.91289163893             31.277255874
  11.9799508706  18.9664312817  13.6398335451  15.1550046148  -6.2088812135 -14.7125988233   7.6447243828  -5.9897835421             4.3190963615             1.6313677203             1.3950584268          873880392110000           0.074524525151             66.635421441
   0.6675298084   6.9362038218  32.0256737194  38.3564971045  20.8417537657  11.7300002287  24.4466595212   6.9897958322             1.1529259618             0.6990860248            0.49326161407            3872755712200            0.84265213304             38.599901049
   3.4868050710  31.8596421525   7.7098405500  22.4411572937  30.3065487044   3.3085561208   4.7092437230 -15.2388955196            2.91355504804            1.31577336807            1.11572448229          624262173250000           0.258602109793             64.020729344
  -0.1794166543  10.0131635891  -4.9631497942  41.7785554759   3.0064107256 -17.8513684037 -12.5524535267  12.0733132710             1.0854974909            0.71556431475            0.48688838825            5173968999200            0.83749548636             41.249623647
  13.9813152931  32.6303013204  -3.0835849862  40.4970647106  -0.7563648324  -2.1678679628  -0.8916749821   0.5974555678            0.96133761693            0.58721943008            0.42232734862            6769455779500            0.86768530611             38.131294085
  13.5297537087  -3.4280145747   3.8114516014  21.3711333685  10.8496451881  -4.7197414951  -0.5045853015   3.2851614008             0.8359475936            0.67987241758            0.48095115371           41280452514000            0.83627094592             31.856530899
  27.4144850756   2.4258005878  23.8556174784  44.2305815306  23.6700419228  -2.8452312865  -5.3141326775  15.9849345195             1.1986042271            0.67544963573             0.4793022708            4493060926900            0.86531271335             40.361393718
   0.7554203404   6.2529618021   0.6617583096  52.7720195431  -0.6597275930  11.9480177898  22.6059800265  -5.6760342687             1.4297383338            0.85619844488            0.58195485787            4836574241900            0.78147329491             44.542086619
  11.6948468079  31.8199399619  22.3896119002  25.3882984641  25.8608995754   4.3512347581   9.3129043010   0.0236777789             1.0864791425            0.89456661711            0.68045689438          108419386982000            0.57630755315             59.910481334
   7.3815845444  12.1884880456  -0.7926140963  32.2965239228  -4.7147096378  -5.5549178055   8.4839314264  23.4413263854             1.1692760992            0.61877014051            0.45524247794           11334482599000            0.86777305272             37.783276312
   4.5500599497  -2.8427196892  19.6206591841  39.0763494352  17.1407621315   8.2988158704   1.4720501382   8.9480625718             1.1153184559            0.63850763394            0.46401339218           12250226747000            0.87978969206             40.870279023
  -2.7237290938   7.7391505547  29.8267472433  18.4962886245  10.1996036942 -11.5342997936  -1.4773647630   1.5507014823            0.60751622917            0.57989779263            0.42726074717           29100152142000            0.86515967089             39.222637285
  20.4653574030  16.0272738124  34.4863972728  42.8227297389  -4.2647164037 -22.2984313710  15.0585624249  14.8876284068             1.1619918857            0.67153035519            0.48512201452           13893787910000            0.84456058204             34.972960421
   1.8150853497  19.9688695616  28.4784908933  19.1922265636  -0.0197160126   0.7695143928   1.2756335820 -13.3993316678             1.7651771652             1.1244070448            0.89932943804          271869956710000            0.31537819765              63.66586527
  32.7211429517  29.5454049766   1.7894749671  31.4351151188   4.1945672220   5.3847008219  17.9165783326  20.5209866727             1.2001474434            0.61307996994            0.45674474198            7198628903500            0.85312429406             31.745172846
  26.8141029725  10.2312669124  18.5168878217  16.2439638138  27.8618555273   0.3010261902   7.0942668811  17.2233652345            0.77177395884            0.58781181353            0.44927553341           14407455403000            0.87348877365             42.910808972
  24.9741144889   9.7785639694   2.3447538653  33.3858782677  18.0998023573  -4.1328760240  22.8754921470   3.0498251583            0.98380814343            0.83739276148            0.62213604053           46806384266000            0.65200910013             52.206548355
  27.6821908215  33.6206125555  31.1117680752  36.7663019314  15.6711737415  14.2748440569  -9.1235772847  -5.5242906405            0.77733012259            0.47900841524            0.35909073806            8953489545400            0.89755538746             31.046370104
  19.1901283893  14.1196064592   5.2175421621  51.6019577663  13.2440037780  -6.8588574401 -10.6511932673  -5.8278784218            0.98468048258            0.61473829415            0.43502252371            5232532338000            0.89122264205             38.933051481
   4.6437848006  27.7833027010  33.9448508613  24.2264084627  11.2195371659  12.0717831119  -0.1573261629   9.1943307181            0.87134501992            0.52064718026            0.38960005268            8899879325000            0.88379375364             33.895655727
  -4.5422188697  19.8613474245   1.1588534726  46.6568565890  14.6828772616   6.1845207924 -12.2125650861   5.4152346801             1.1984760882             0.7346100856            0.50974771631            4321741309100            0.81843474323              42.28338987
  28.2367875031  29.2407660293  15.6613830903  46.8791158487   2.5005393725   9.2944462670  -6.2843839787   9.9690927770             1.2384343282            0.63537302694            0.46618766739            6167797598200            0.83345807507             40.904648074
  29.0029127401  10.1162065385  32.2150192841  15.0079436394  30.6427291329   3.9738381396  21.8343067292  19.3016479742             1.2425152919            0.94071089423             0.7198697639           92605828739000             0.5749329695             59.716942599
  16.7824899067  19.3370678595  15.2404983480  30.4078608004  32.5020688473   5.1668461015  -7.5998457698  -8.9385724027            0.52238717539            0.46304781821            0.34778241858            9414712257900            0.90712274741             35.985426746
  11.4188277932  27.1019661985  27.9165180261  41.6247338888  30.5013475751   6.9445463899  11.1979093953   3.3308523361            0.98903860082            0.58685905512            0.42871171173            4777719543300            0.87089672478             30.970000549
  27.5309742681  -4.8332567591   1.6013564177  32.8592154250   3.0246385486 -21.2037937511   9.2361652846   8.4892991079              1.062007992            0.73156397645            0.51742697748           33963240134000            0.82450249601             35.490322802
  27.8323560734   7.5909152933  11.9750181227  30.8836225136  -1.6954276396 -17.9025096540 -10.0750571894  20.6175979615            0.94916354116            0.59074522041            0.43773979252           22942843502000            0.87881471196             40.132209521
  34.1985038098  10.7046033651  -0.7110224009  51.1873778903   8.0167332586 -11.0065362844  25.7697967624   1.4500338484            0.88454882656            0.72846773503            0.53149400561           13821530656000            0.77394383185             45.670509887
  26.8237453615  25.7488643256  21.5652112859  18.3833962417  -5.4830013699   2.4564959395 -12.3749106335  15.8219565560            0.89315214666            0.67674979828            0.49261540414           21474680994000            0.81348844839             39.174443744
  29.8048903152   3.1610818559   6.7614471009  47.8695006351  21.2352525200  11.5887315035   4.5438284863 -15.0283571080            0.89949638338            0.58523672656            0.42250389404            9825529708900            0.90019502628             36.171426777
  14.2080611339   2.2360353403  -3.6723291889  54.6955570086  13.1582377001  14.1623967698  25.5344880640  -4.2920739146             1.3405949413            0.79496604135            0.55222482281            3874503871600            0.80749684446             43.260721058
  11.4355915098  -4.7970104124  33.3621005023  33.6501383201   5.8623009522  15.0617899593 -12.6721538294  -5.1186714538            0.99873842128            0.73154809305            0.51476303515           49958898318000            0.80681436855             42.260971274
  26.9375523619  34.9688162992  16.1468042301  42.4927547896  22.4067605174 -12.0405658555  24.4934075220  11.2678814137             1.0104556074            0.83425141172            0.63124641429           77713550473000            0.67172323058             57.825407933
  16.7867402981  10.8607805187  13.1561944144  39.6904817512  32.5477519495  -1.8281429808   1.1213295493  13.8831152137             1.1782657476            0.69643033045            0.48963270434            3507099045200            0.84875610148             39.612179092
   2.4204387924  15.0400825676  29.4793472852  22.8229562695  27.4866747110   1.7841797415   2.4891525755  21.6008556335            1.00482035061            0.59978159337             0.4350101214            4540843949600            0.88058066142             33.916946139
  17.4341082404   4.6212230371   3.4947857797  19.0940385753  17.1920034474 -11.2594431545  -2.5691754475  24.2349925312            0.82898182777            0.53348830092            0.39900518004            7695106163000            0.90479044669             36.570441806
  32.6693917745  33.2473459613  32.7332626468  32.2938228433  26.5037836322  11.7884809156  -1.7700396295  -4.3118375794            0.95678218789            0.82526891155            0.61491478886           48115464270000             0.6586143753             50.072656539
  12.5453897698   3.3692576638  16.0705068272  40.4851640182   5.4506578622 -13.6580994513 -11.8967852132  16.9736503764             1.0918848259            0.68050261446             0.4841095798            9512026462600            0.85295613157              43.24309688
  -2.0986058486   0.8562233966  23.1501080810  27.8155250854  -1.2104151121 -22.2041305844  22.3689597928  -5.7684976964             1.5841666962             1.0801699416            0.82835785462          154395686930000            0.34379401855             60.961572306
   3.3145775447  10.3366182163  24.1198834990  36.1097681972  18.9722180996  15.4643922828  -7.3648258339  14.5475333974             1.1855271141            0.69301387635            0.48818546472            5112783421500            0.83903201872              40.29219802
  20.7627467134  11.7074793238  14.3485496152  31.7276588978  25.1355157635 -22.6157601096   6.6094408684   3.3162769633            0.74964338484            0.71974620649             0.5285575455           23862083965000            0.74632621129             46.953834563
   4.8425442398  29.8669863416  -0.7707890255  16.4873536361  21.5365726445  -1.3608420387  -2.7411903158  15.7151347179            0.74289791927            0.51728129697            0.38301987789            7377815238200             0.8990135584             33.155516335
  26.6713984248  10.7788422089  -3.2460715869  23.5191057229  12.8614362926  -5.4805618334 -10.8234730657  17.7097957846            0.83095939482            0.54478364457            0.40208643931            8396700787800            0.89062434737             38.164018807
  25.8561415433   1.7261960447   0.8849953293  22.0160459846  15.8451748931 -17.9099165554  12.5354638641  14.5658046132            0.81072982661            0.62061416371            0.46277905742           20741619500000            0.86108225687             39.498130882
  20.2930386570  25.7133806880   7.0886810398  32.7447977844  29.4184511185 -17.2179561830  -2.3417137271 -15.4996183271             1.1954663286            0.93707882634            0.73965436653          212467501500000            0.48252891553             61.543978185
