            L,G            L,C            G,P            C,W            P,C            P,W            G,C            G,W                      MSE                     RMSE                      MAE                     MAPE                       R2                    SMAPE
  -3.4899812278  23.0272617123  14.9038223485  33.8536052115  25.4759507351  12.4064252093  -0.8822737053  -0.1072559134            0.93349562117            0.60437165915            0.43028978666            5085978311200            0.88005604058             36.915976587
  -2.2285423041  32.9977287422   1.3290009464  16.1773935633  -1.2390263853 -13.3576178053  -0.6928600872 -12.4972256216             5.1848006946             1.7596466483             1.5085591752          942393379850000         -0.0162938975435             67.549242462
  26.3111953170  25.2327107676  16.0781122562  35.8438862953  18.9856726072   9.1702466111   8.8345248559  -5.4832831074            0.88055980905            0.76407192013             0.5646379161           28834723281000            0.73388240115              47.53365067
  30.9485704814   3.1898046215  18.7901615226  44.2383882674   5.5570323009 -14.7622471677  17.1711920007  19.2340233411             1.3324629267            0.71760182385            0.51749580825           17448961338000            0.84122796306              37.47030665
   5.0632805725  20.7240125621  14.5949184567  18.3262062910   8.0216186153 -17.2989668588  -8.3824238349  19.2458443826            0.72272762477             0.5300733986             0.3856098948            7283997352400            0.90249573295              35.30778178
  16.3846097434  16.3883565949  19.8714737260  46.1188404065  -5.7543279666 -18.8594711871   0.0637646591   3.7447467968             1.0195700101            0.60319926958            0.43804105895           14632093881000            0.88269949886             38.067584657
  -4.9869452462   6.5891975892  20.9688095166  33.4753101805  -1.6112317451  -7.9973737923  -7.7105630958   4.9054228441            0.85260487105             0.5763928656            0.41846990099           21647457411000            0.89167133444             40.413696221
  -0.3930796526   7.6778159658  15.3871162040  20.2747495856   4.0827762624   1.6564821139  18.1942235816  15.3565876267            0.88656817401            0.55142819043            0.41554330234           14716879609000            0.89398206987             31.591841565
  -0.8698356696  24.4883416865  27.9223424754  33.2810937409  -2.1957000585   4.4956449269  -4.5195069811  -1.9089828707            0.79800456506            0.50979821864            0.37630304305           12115909835000            0.88968101942             36.402375346
   7.5474737354  26.1854548495  25.4928167657  22.7374012690   4.0177861418  16.1437884395  19.7566451799 -14.4349196995             4.3707803439             1.6392272874             1.4021929782          874635888320000           0.057472181661             66.814641599
   8.0877068150  -4.9533945573  16.7650145346  18.9035107195   5.7762480481 -18.7336162068  -2.5919968459 -14.6090483820            0.70477979551            0.72572123855            0.53083427117           55900600640000            0.70532010939             51.339334511
   5.0450111239  -4.2371779183  31.1883545375  40.2809805294   2.8185866719  -2.7415484569  12.1972546691   2.9695870847             1.1224551488            0.69130479349            0.49463412454           24932540217000            0.86380139976             39.444723597
  19.8116845549  17.9802747678   0.5682781354  43.3207982115   0.8013792405 -18.8117925734  -6.6246668999  -1.7828205332            0.84026971522            0.53580813438            0.38668920058            8146422638900            0.90611454134              37.06498851
   3.1525027404  18.1426817308   5.0467623486  53.7988452311  13.0706150323 -20.1082465831  10.3564294886 -11.5052919918            0.79166688937            0.58895751087             0.4175585438            5376755485500            0.86760539079             33.533821104
   8.5476070164  30.5523309332  -4.4919431991  41.5005855824  25.8373324168 -15.6274823033   1.4491890079  15.2566352276             1.1455267042            0.67377633834            0.47941639058            3744848718800            0.82703981486             40.018825904
  29.9029607831   7.4751266763  -4.2215456054  50.9494068493  27.7366388368  -1.3929836936   7.6897059103 -15.1917563338            0.66957567852            0.48756958719             0.3603328578            5724347839200            0.90844368958             32.091150736
  -3.5563943672   1.9399939387  15.8623530500  44.1825661063  11.5555857401  -8.1842228635  -0.3675643282 -12.7930005135            0.84578455353            0.61589646491            0.42281971452            6397097834900            0.89739334909             38.478969446
  34.7596791006  -1.0960739611  15.7673543647  48.3175171502   2.9186404363  -3.3641446656  22.2259020950  13.4094107307              1.438224952            0.77553793161            0.55677597141           21800129996000            0.82275383641             39.216429978
  19.5663632436  21.6323191674   1.5079609192  20.5123454455  15.3690733308 -23.5485741774  13.4175674200  11.7636114101             1.2141065549            0.94645982277            0.72491839016          129378943690000            0.51389143362             60.968223847
   7.0708120218  19.4773970064  -0.8593189553  26.3296059423  -1.4297656366  -6.2780488744   7.1371355432   6.1152492799            0.76094311992             0.5111947156            0.38008202388           11657018003000            0.90056593784             29.576936554
  21.5243716298  33.2837923109  31.0459445359  25.4206530693  20.0712301590 -20.5077581124  -8.6919716571  14.6164947742            0.64212256034            0.51511008942            0.38701956719            8491101393800            0.89079748126             38.533005608
   5.4340784872  22.9131759444   7.9591133352  36.3539569335   3.6944302082   1.4354700656  14.7596987156   6.3895746105             1.0464890995            0.63298102885            0.44960445871            5969964229900            0.86910459012             35.581738147
  28.1227560635  18.0857855071  12.2505654331  21.2817342958  -3.2838539334  -4.1667022095  -3.5463154638  -2.4473187539             0.9013524053            0.76549530474             0.5585733978           50179457759000            0.74809827683              42.87519331
   8.1837823989  14.5793839368  29.5570916412  15.0654530488   3.6537122318  11.8024035324  -2.6221318078  15.3898724605            0.92331610244            0.66896086877            0.50113785665           38964141357000            0.82770017536             36.211907833
   7.7817625831   0.5182158216  30.9000550641  54.7338384734  17.1182499831  12.5731265370   0.4936225025  -7.4258242205             1.1755199204            0.66965607851            0.47855446807            9369260114500            0.87857615424             40.889359813
  12.1280604902   1.9596427340  23.4925718732  36.2577102436  26.6726576767   5.3902104743  -6.1164578201  10.7026530183             1.0528249463            0.65126141331            0.45887916558            4613975283000            0.87194770413             39.951851628
  18.1549793361   1.7111661763  23.3972354053  46.4121113627  11.7001757196   6.9133496630   5.1479921235  24.2495092477             1.4480532426            0.69963698459              0.510245544           12487685061000            0.85286053371             41.246859276
  30.2438740859  34.1534252734  13.8128259091  36.2022314130  -6.1313387466 -15.9189030329  -6.4144546167   7.2966502701             0.8526062256             0.5019916984            0.37399431437            8149627597500            0.87561893946             35.398486787
   8.8649351685  -2.1424737753  12.1390837930  35.0318260868   0.4845615077   2.5708174387  -6.0124001442  17.6783666692             1.2126384432            0.75021417948             0.5343198067           36516135528000            0.80934507591             43.580342197
  25.6927124161  -3.8008237655   7.8486523952  46.3793134019  27.7517292837  -9.7882264863   4.1190239126  10.8194909069             1.1579980443            0.66975946177            0.47342526727            4572310818100            0.87183176972             39.484229284
   2.5327994928  16.5831342902  30.4630144830  37.6693031920   7.8159215102   6.3340622095  -8.4510992270  -1.0497628780             0.8814040663            0.54836604452            0.40098220806            9475315115800            0.89739341359             38.791600625
  29.7797761701  15.4341930978   0.9793694407  27.4039655490  -5.5117255561 -16.0410141846   0.9401317027  17.9948508907            0.95226165614            0.59586477656            0.44272917925           23474866668000            0.87173352501              34.94424933
  16.7822133331  11.7048425941  34.7261316271  49.7772868017  -1.9657547254  12.8046361166 -13.6038715888  16.5446442602             1.3432154862            0.72662420882            0.52692908144           18451239371000            0.79552913479             44.835439801
  23.2172360215  33.4807684812  25.1782919195  28.6794187422  28.0371707166 -11.0972877779  -3.9233474296  23.0973725982            1.00795583615            0.57482799037            0.42244527501            4256768052600            0.86995210486             32.660739906
  -3.8475146796   4.7325464907  30.2260904846  47.8080383106  25.1028445638 -16.8100853153  14.5664854672  -7.2024803755            0.72710368496            0.54620950141            0.39224711248            5036155769500             0.8791127195             33.088187293
  -1.8629804362  11.8279492205  26.2740160064  18.2237283221   1.1047510770  11.1636570152   3.5250715412  12.5593921669             0.9897072453            0.68657947761            0.50856635365           41741675228000            0.82777725886             35.391082614
  29.3728948939  -0.3316767801   5.0897161579  23.8114395275   4.2237629028 -21.2971586216   4.1621402169 -13.5934794896             1.8979617532             1.1645524151            0.93227567877          277348105420000            0.27262251031             64.268909433
  12.8683632046   6.9103148797  16.7069711705  43.4630221204  31.3466675570  -8.3803556607   3.8266413932  21.9275827861             1.3636814582            0.77314638612            0.53749409385            3008873626100            0.80847163724             41.866269038
   2.0257199202  34.4747026214  -1.7973779609  20.7786503689  25.4923287670  13.8668547013  22.4989222402  -0.5840439729              1.519286609            1.05574845944            0.81973107127          192957460260000            0.38809272042             62.652469295
   9.3170605527  29.9869447383  31.3504495347  49.5302180557  32.4445882593   5.3093682670  18.4829399464  11.6386920067              1.309298619            0.70195441354            0.50508090514            3643746835600            0.81397617062             36.693411291
  12.0731441112   3.2744722842  20.5904201395  38.3501836917  -4.4205741232 -12.7958855469  13.4854060146  -7.7555481238            0.87850734536            0.67491413694            0.48119105002           27880810986000            0.84077748693             36.425545457
  20.2788035307   4.5418712670  22.5964879176  44.7393495711   9.3272831548   4.3379355663  17.3425812547  -8.9975144690            0.71886521053            0.62507692154            0.45453591683           11688484872000            0.83839329706             40.873030677
  19.8890418506   8.7569865629   8.0820250486  24.3292989282   5.1570723613   6.7221475504  26.0449887202 -11.3799103385               2.65666199             1.3560416958            1.09525581431          400430179080000            0.08078083724              65.82294897
  27.9409236432  27.8150860499   0.3954270773  51.3109630222  27.3832573250   1.1813580915   1.8899979263   9.1360094249             1.3021048492            0.70782003476            0.50569414764            3610240447600            0.83188571005             40.217609513
  22.4748271199   1.6584560027  11.9353622562  54.9692101025  -1.4260481884   2.4313121269  18.1878972978 -13.7603438508            0.97309688988             0.6410900589            0.45857745485           14825848211000            0.87333613688             34.828547987
  14.7029505966   2.9443592499  34.4037875928  53.3427825712  24.5099834094  -7.7039976100  22.4989786112  22.4880198395             1.6373362632            0.86927152228            0.59906169295            2834640409500            0.74630040482             44.524426839
  25.4141754570  32.3420424770   1.3909480144  29.9997890755  20.3776435285 -21.1835644989  -9.2695611793  14.4106887230            0.79569646856            0.50387062078            0.36969047207            4990120906300            0.89321442643             31.881215979
  10.0557632565  21.8592856853  20.4016497323  46.7752241070  22.1588936561 -16.7488661211  23.3241407661  -1.8738917091            0.87622363495            0.79238750039            0.59638675614           78000831327000            0.68242146997             56.358166579
  20.5419046055   5.3897005520  28.4992676649  30.0391527717  25.1728155692 -20.8157244778  14.6631654699 -10.4601391223             1.9795798944             1.1801701834            0.95195815611          320346124510000            0.26175696116             64.357483476
  29.6633928951  15.2752365706  17.6517202709  46.1231565120   3.3425714542  10.6345042282  15.3200614814  -4.1111732727             1.0893827421            0.66231169248            0.48289022357           18222521857000            0.86058347445             34.678061498
  29.9292292382  12.4489453762  29.3864764646  30.5004044111  12.9025380964   7.2308431428   2.2460539644  -5.7047454592             1.0135991255            0.75850680327            0.54925933786           37377395376000            0.78833375592             38.979478804
  28.5311157280  -3.8110897441   2.6169060791  45.6062280976   6.9936711838   1.2853778996 -12.7607148057   6.6688492856             1.1614207838            0.72225927546             0.5097477918           28899405178000            0.83302106204             43.897738272
   2.1957896948   0.1145099833  31.6785700538  53.1346049408   4.4477372316  16.3620366333  -3.0807111126  20.8525727289              1.548573655            0.80014752078            0.57760667601           19717489473000            0.79288954572             45.282876804
  22.4317835261  14.6898954571  26.9860775444  38.3433541603  -0.8744529287 -19.6385112924  -0.5206515814   9.3222206879            0.97162705186            0.59693673137            0.43678988551           18519417590000            0.87691262672             36.551865866
  23.7304724184  25.3436654947  20.7765453441  40.5915354889   8.8174456501 -19.8249494812 -12.8030986627   0.2440020095            0.76509586107            0.50288818852            0.36568685116            5472904250700            0.90405235705             35.987739373
  18.7073859451  32.0826815014  27.0794434749  33.5657146803  -4.2209422124   2.7900608968  23.2784774347  16.0365467995             1.0595517577            0.63880769497             0.4789373709           10645707810000            0.84668502293             37.864067933
   6.6883746738  29.6175853530  17.0370603696  22.5084492029   8.0489767200  -7.4881656904  -3.4567282654  21.7918027083            0.94989654781            0.59136600649             0.4326138187            6733909872300            0.86790315329             36.766149082
  34.7189407172  10.8985215203  14.8578945426  49.1496062816  11.9498157663 -21.4131244634   5.2272898326  -4.3766034189             0.8911981367             0.6083915877             0.4390745899           13061081332000            0.86810001571             34.509620217
  22.5981945186   7.2786924663  -1.1164009180  23.6440238005   1.7308607979  -6.5403262886  -4.5144508805  16.0390037441            0.90908098624            0.61904952322            0.46136310522           30563070171000            0.86751877918             37.253276101
   4.8135377602   8.6128905931  13.7946729490  20.1454115027   3.7227738794  12.5730937534  13.4911456877   2.0569567266            0.97798266019             0.7408242723            0.54825525378           41643486944000            0.80052860209             41.480750715
   1.9823828892  -0.1194002931  -2.0779060964  52.3000383856  14.8320860337 -18.0088222902  23.0025028123  -7.9221313349            0.64177241419            0.50954938042            0.37334141998            6277640278000            0.88855486598             36.020276593
  18.2257890836  -0.4602754671   5.9677687319  49.5146280102  23.3114542317  13.7952120681   8.9115672396 -12.9729071433             1.0704831394            0.70843241674            0.48828592844            4171399603700            0.85709925314             41.193841692
  19.4992813158  30.8042788985   0.7428082921  17.9420606989  22.7155333026  -6.7838861477 -12.1943640187  20.3100527608            0.82596792523            0.58759336979            0.42717066221            5950151757200            0.88660698701             35.181019641
   9.2760019771  -0.4487537906  26.3676948539  43.2814153160  17.0856863472  -3.0504945686  16.3200188409  -0.0982419450             1.0148342245             0.6688241939            0.46489349235            4371855210900            0.86313847233             38.894165653
  17.9218088392  14.2609702779   7.5347082551  30.6228452144   0.4002004885  12.7873519791  -1.2631827006  18.4207527463             1.1456720487            0.62810018642            0.47096565169           20040898955000            0.84189257038             40.228921739
  10.5617996288  29.5822377051  23.7786364731  35.7231411023  22.9162550707   9.5588882902  -4.6257815658  18.9001288932             1.2304371664            0.65066134776            0.47147580242            4130609218800            0.84135053793             38.582099099
  -0.4652927991   3.6304898379  22.1021862598  48.1120080194  -6.0448660418  13.4429153400  16.2715980962  19.5214448871             1.5879729721            0.80235631621             0.5644894538            9643138414800            0.81109018694             42.482172015
  21.6254489097  -0.7819876700  25.7370147960  43.8572200825   2.0115083394  15.8782462484  -3.6376116391  17.0434160336             1.4805129909            0.80320169852            0.57053303102           41868999502000            0.79846423125              43.38091562
  26.5735158199  22.9658311364  21.4550154022  40.7785494659  24.1566679257  -2.7177210535  -5.5798316619  -8.3961296056            0.63816648962             0.4754058098            0.35626467073            8015602046500            0.90427518975             34.848100426
  16.1753976319   0.7014966088   9.3844345985  53.4295206927   5.5532060093 -14.1231157717  -7.5267699824  -2.4684195292             1.0582001394            0.63546514002            0.45769465713           17302115950000             0.8873105637             41.430421604
  31.7770904172   8.2092802631  30.8807014423  24.7948946438   0.3127015141   5.7195809372  -7.3302912981  14.4981035765             1.1089993179             0.7439777638            0.53676915589           48431589755000            0.80636789096             37.967296265
  16.9702526079  27.5344817362   9.7114118032  25.9359876478  -4.3641684573  -7.3036954750 -13.0324206780   1.8970551435            0.63067590898            0.48165422921            0.35481349811           12992903117000             0.8892494818             35.047350913
  32.2119770278  14.7159850410  14.9722931456  21.1046214429   1.6207134518  -5.5893740796  -5.2058559755  -2.2037834767            0.89851259963            0.76903474459            0.55947438531           49541670953000            0.74285655879             42.218003291
  28.5648652531   5.4890382569  24.0670929435  48.1790669453   7.0638888146  -8.6231360803  25.8192078951  11.7244653107             1.0855967616            0.61406075158            0.44895701391            5049558324400            0.87009700471              31.82962583
  19.2694347590  25.6196691667  23.8999038678  40.5280509641   4.6927368763   9.5175638323  11.6384450424  -5.8647054233             0.7987498416             0.6316485535            0.46706463427           15615724884000            0.84258452431             41.644244988
   4.3286353588   2.4946748752  33.6026489461  52.5802176644  20.5573992364 -10.4900826327   5.6839003213  -1.1790119117             1.1569693422             0.7262497302            0.49825812418            4030381414900            0.84274244351             40.969377018
   0.1794171523  28.7316135829  -1.0623036853  51.6955007428  30.2155958532  -5.1537366590  -2.7619066139  -9.1714529458            0.98956738408            0.67025439857            0.46613162509            4278037325000            0.84173516225             40.368287792
  24.0667358447  23.9642657919  27.0157062767  33.7024852973  16.0479220882  12.9901247600  -6.2969533537  18.4679457087             1.1867491911             0.6316724456            0.46107092716            5298379674100            0.85263209448             38.566494062
   6.3861324449  11.6520201527  15.8302431785  31.1786430757  12.3495271150  -7.5339237069  -6.1320994520  11.5985714034            0.89681472778            0.57438750275            0.40691240995            5775627180700            0.89560906802             37.184474096
  16.5139058519  16.5085138388  11.5163962985  53.5071521601   4.2493229910 -23.1356866625  -3.6496444262 -13.3306546269            0.84348705372            0.59000560207            0.41234956608            7067808311000            0.89071734565             36.524905317
  25.5267600473  -0.6859907086   3.2939643574  20.9600405491  28.4673380896 -15.1435490942  13.4137467779 -13.1558258983             4.4937632286             1.6547870798             1.4109651972          820700510160000          0.0332332687107             66.912218931
  10.9306776547  13.9215274814   7.2343362229  50.7575046164   4.8997427656 -13.8758412843   9.2202653524   4.0100675223             1.1995408625            0.71713424013            0.49831800963            4544631628000            0.85048846949             39.979091171
  -1.8911132965  -3.3510773966  14.3382943832  38.3390863061  23.9727295528   2.6575378188   9.7092639965  14.8746807810              1.277002833            0.75422925354            0.52164083955            3847698761500            0.83331589657             40.961696613
  26.7593883924   5.0650702132  -1.9056930253  40.9209520670  19.6041246450  -8.3135996124   1.1752412990   9.5682185552             1.0355103847            0.59462930446            0.42775992112            5984823584400            0.89469492612             37.612098726
  24.8557543886  26.6862493471  24.2821255376  37.8803955227  -4.5385247159 -14.5127414784  -1.7294633125  -1.7354812307            0.79986174795            0.56873866415             0.4183429381           17741486670000             0.8733794139             33.682603275
   1.5580292549  23.8467857544  23.4771972099  44.3528024526  31.7968575377  15.7157303559  26.2741944403  11.6870164747             1.3280607043            0.71960117802            0.51650260067            3456985143500            0.81361662559             37.771457141
  18.4780958379  34.8298366943  11.9743961045  43.3383364808  19.0731388443 -16.4093421279 -10.0199489584  21.2154049889             1.2277521238            0.67480735268            0.48488285181            3493696490200            0.83341773391             40.629699255
  30.6848390702  16.8859120680  15.9573116193  41.5995028140  16.2683151437  -0.6333988724  -4.0569361872   4.8342108124            0.98441876654            0.54671184245            0.40164131714            6399137354200            0.89723029542             36.697657827
   4.6195449252  -0.1245681549  22.4379009780  28.4920467906  27.4565301379  -6.5595242317  -1.6899389444   0.4982015815            0.65026965131            0.46829140107            0.33822989671            7387430114800            0.92883972912             33.164340557
  20.8358549845   6.2433419336  21.2001084127  43.4060191540  29.9944907337  15.3143897083  22.8786634301  -5.4222867630            0.85151573512            0.71765024288            0.52507824429           16050725206000            0.78053535216             46.124981145
   2.9147474669  18.1372304068  14.3524942030  45.9517078768  26.5383732656  12.9388676220  24.8092853990  -9.9857612701            0.81300624497             0.7225569406            0.53531256696           41623383111000            0.76836792981             51.626694923
   0.6434519876  26.7398751390  18.8120571122  42.6837262832   4.4609011184  13.3565052458 -12.9694444700   2.9544922967               1.09943531             0.6657956864            0.47517149748            6639800626500            0.81821801919             42.775623583
  14.6225219350   6.9043309637  26.9656818554  31.8988637135  22.2086323545  -4.2891810738  24.2726064524  12.7266192082            0.82705840041            0.62412030123            0.45876096306            8266754275200            0.84679924856             40.565885051
  28.3704560692  12.8669857267  14.8597706281  22.2854167918  31.1565384707 -11.1658837423   7.1273837822  23.5867659293            0.87316283759            0.51166414703            0.38383630255            5143084850400            0.89600085106              29.06604168
  23.6659960862  33.0409830715   9.0333435761  29.2907420055  24.1165562206 -16.2294392976  22.3132880878  14.2248708501             1.0765136503            0.88788845143            0.68155540333          124706987800000            0.59041044931               59.8077909
  12.9143769511  18.4285078413  31.3851466197  41.2832317446  12.7163989578   7.4399329324   6.6825788495 -10.9896287758             0.7135592547            0.52804528154            0.39181851803           10193225894000            0.89511954108             36.198151521
  -1.5510056717  22.9516174820  28.3650601999  35.1313159781   7.9794353812  -2.2266509488  22.5075847447  -1.3122949650            0.89617311743            0.79283566505            0.59119634206           56344633120000            0.69415607606             54.329248956
  26.1151198988  30.7801662447   2.1836255993  41.2071304498   4.5441354204  -2.4006394988 -13.2099013156  23.2364484848             1.3161582738            0.73878423978            0.52254536958            5403851955800            0.79497431524             42.773291447
  17.2958508321  18.8149386621  27.7544445515  20.5503543088  -2.8227142739  15.1467934075  -0.5764924966  19.7212555282             1.0731813637            0.66864897871            0.50288353653           31690632961000            0.81968210649             39.192525488
   7.6609918656  16.4268989012  -3.4269622072  37.6416630739  -1.3328671418 -20.8747216814  -0.7681758365 -13.2142052347            0.54703553226            0.48032214612             0.3430905714           10118929121400             0.9158003116             32.242349646
  -3.6892561223  25.0753382461   0.7934089740  44.8022819582  -5.7307028789  -9.1426610460  19.8336573416  -2.9995322873            0.80880402244            0.56346037988            0.41132288582            7132490207400             0.8835239019             34.971416579
  25.9479397338   5.4679288656  34.0656100117  21.3421473184  -4.3801795089   3.3504782243  17.0024744343   2.4526657634             1.4258901734            0.97281898848            0.70542282111           65196146702000            0.61598927949             45.866609343
   5.0438651867  19.0133819188  30.7119774268  27.9509924866  -5.3723006592 -22.1287984882   1.8577797461 -14.8361570016             1.5833712892             1.0747748018            0.84123461265          201847141990000            0.35233659085             63.277002322
